val_loss,learning_rate,val_accuracy,loss,accuracy,epoch
0.773774266242981,0.0010000000474974513,0.7239672541618347,1.0851551294326782,0.6336488127708435,1
0.7183560132980347,0.0010000000474974513,0.7481439113616943,0.8640380501747131,0.6972911357879639,2
0.6750404834747314,0.0010000000474974513,0.7595659494400024,0.8255608677864075,0.7137728333473206,3
0.6234217286109924,0.0010000000474974513,0.78107750415802,0.7874853014945984,0.7283779382705688,4
0.5504165887832642,0.0010000000474974513,0.8088711500167847,0.7714340090751648,0.730254590511322,5
0.5375120639801025,0.0010000000474974513,0.8098229765892029,0.747225284576416,0.7415143847465515,6
0.5268348455429077,0.0010000000474974513,0.8206738829612732,0.7326064705848694,0.7481233477592468,7
0.5299939513206482,0.0010000000474974513,0.8149628639221191,0.7011516094207764,0.7574249505996704,8
0.5570357441902161,0.0010000000474974513,0.8065866827964783,0.6931032538414001,0.7569353580474854,9
0.4743034541606903,0.0010000000474974513,0.8389491438865662,0.6812724471092224,0.763952374458313,10
0.46215397119522095,0.0010000000474974513,0.8427565097808838,0.6717954874038696,0.7635443806648254,11
0.4856775403022766,0.0010000000474974513,0.8343803286552429,0.6594488024711609,0.7698270082473755,12
0.6191209554672241,0.0010000000474974513,0.8122977614402771,0.6517287492752075,0.7699902057647705,13
0.47923141717910767,0.0010000000474974513,0.8471349477767944,0.6449776887893677,0.7730907201766968,14
0.45244455337524414,0.0010000000474974513,0.8469446301460266,0.639228343963623,0.7800261378288269,15
0.4339349865913391,0.0010000000474974513,0.8558918833732605,0.6295101046562195,0.7793733477592468,16
0.4387430250644684,0.0010000000474974513,0.8524652719497681,0.6393504738807678,0.7799445390701294,17
0.5545352697372437,0.0010000000474974513,0.8094422221183777,0.6201936602592468,0.7841057181358337,18
0.4198114573955536,0.0010000000474974513,0.8562725782394409,0.644960343837738,0.77496737241745,19
0.4422132074832916,0.0010000000474974513,0.8532267212867737,0.6176026463508606,0.7845953106880188,20
0.4292075037956238,0.0010000000474974513,0.8518941402435303,0.6087504029273987,0.792264997959137,21
0.4264393150806427,0.0010000000474974513,0.8530363440513611,0.6158801913261414,0.7911227345466614,22
0.4669974148273468,0.0010000000474974513,0.8338092565536499,0.603081226348877,0.7894908785820007,23
0.4046621322631836,0.0010000000474974513,0.8562725782394409,0.6104410290718079,0.7891644835472107,24
0.4481058716773987,0.0010000000474974513,0.8498001098632812,0.6009982228279114,0.7888381481170654,25
0.4179084599018097,0.0010000000474974513,0.8549400568008423,0.6083713173866272,0.7870430946350098,26
0.4197029173374176,0.0010000000474974513,0.8564629554748535,0.5962134599685669,0.7912858724594116,27
0.45640745759010315,0.0010000000474974513,0.8477060794830322,0.5844169855117798,0.7972421646118164,28
0.40369513630867004,0.0010000000474974513,0.8612221479415894,0.5940243601799011,0.7921833992004395,29
0.4727730453014374,0.0010000000474974513,0.844660222530365,0.5777414441108704,0.798547625541687,30
0.3983459770679474,0.0010000000474974513,0.8684561252593994,0.5877683758735657,0.7982212901115417,31
0.4068625271320343,0.0010000000474974513,0.8610317707061768,0.5861782431602478,0.7947943806648254,32
0.40359270572662354,0.0010000000474974513,0.8604606986045837,0.5821405053138733,0.7991188168525696,33
0.4079626500606537,0.0010000000474974513,0.8606510758399963,0.5839735269546509,0.7998531460762024,34
0.3959241509437561,0.0010000000474974513,0.866552472114563,0.5813705325126648,0.8006690740585327,35
0.3868328630924225,0.0010000000474974513,0.8690271973609924,0.57419753074646,0.8010770082473755,36
0.3995548486709595,0.0010000000474974513,0.8697887063026428,0.5770570635795593,0.7982212901115417,37
0.45395204424858093,0.0010000000474974513,0.8499904870986938,0.5760763883590698,0.8015666007995605,38
0.41877245903015137,0.0010000000474974513,0.8574147820472717,0.5759314894676208,0.8040143847465515,39
0.38471341133117676,0.0010000000474974513,0.8705501556396484,0.5745057463645935,0.8014034032821655,40
0.4066726565361023,0.0010000000474974513,0.8621739745140076,0.5734628438949585,0.8001794815063477,41
0.3837040066719055,0.0010000000474974513,0.8676946759223938,0.5610093474388123,0.8067885041236877,42
0.4015409052371979,0.0010000000474974513,0.8610317707061768,0.5577697157859802,0.8038511872291565,43
0.37019863724708557,0.0010000000474974513,0.8749285936355591,0.5578638911247253,0.8043407201766968,44
0.39010167121887207,0.0010000000474974513,0.8684561252593994,0.5622295141220093,0.8023825287818909,45
0.4142675995826721,0.0010000000474974513,0.8587473630905151,0.5620165467262268,0.8067069053649902,46
0.4231638014316559,0.0010000000474974513,0.8591281175613403,0.5597283244132996,0.8049118518829346,47
0.3755626678466797,0.0010000000474974513,0.8711212873458862,0.5589190721511841,0.8077676296234131,48
0.41781124472618103,0.0010000000474974513,0.8684561252593994,0.5581139922142029,0.8075228333473206,49
0.38870105147361755,0.0010000000474974513,0.8673139214515686,0.5575122237205505,0.8053198456764221,50
0.3804883658885956,0.0010000000474974513,0.8734056949615479,0.5609559416770935,0.803932785987854,51
0.37225744128227234,0.0010000000474974513,0.8695983290672302,0.5542276501655579,0.8068701028823853,52
0.37512099742889404,0.0010000000474974513,0.8694079518318176,0.5589795112609863,0.8080939650535583,53
0.36187708377838135,0.0010000000474974513,0.8737863898277283,0.5563015341758728,0.8082571625709534,54
0.3636576235294342,0.0010000000474974513,0.8745478987693787,0.5562578439712524,0.8062989711761475,55
0.37816116213798523,0.0010000000474974513,0.8754997253417969,0.544207751750946,0.8093178868293762,56
0.34413060545921326,0.0010000000474974513,0.8836855292320251,0.5567182302474976,0.8069517016410828,57
0.36911481618881226,0.0010000000474974513,0.8770226240158081,0.547935962677002,0.81282639503479,58
0.37212538719177246,0.0010000000474974513,0.8735960125923157,0.5443474650382996,0.8138870596885681,59
0.3444661796092987,0.0010000000474974513,0.8796877861022949,0.5502065420150757,0.8065437078475952,60
0.3762826919555664,0.0010000000474974513,0.8756901025772095,0.5411291122436523,0.8129079341888428,61
0.38980621099472046,0.0010000000474974513,0.8726441860198975,0.546096682548523,0.8085019588470459,62
0.3665916621685028,0.0010000000474974513,0.872263491153717,0.5402833223342896,0.8111945390701294,63
0.38732588291168213,0.0010000000474974513,0.8644583821296692,0.5460801720619202,0.8109497427940369,64
0.3202846050262451,0.0010000000474974513,0.889015793800354,0.5375863909721375,0.8138054609298706,65
0.34596431255340576,0.0010000000474974513,0.8823529481887817,0.5372014045715332,0.8131527304649353,66
0.36651501059532166,0.0010000000474974513,0.8753093481063843,0.5289550423622131,0.8180482983589172,67
0.3730526864528656,0.0010000000474974513,0.8682657480239868,0.5343968272209167,0.8151925802230835,68
0.33762291073799133,0.0010000000474974513,0.8834951519966125,0.5383515357971191,0.8148661851882935,69
0.39750877022743225,0.0010000000474974513,0.8583666682243347,0.5374268889427185,0.8116840720176697,70
0.37364357709884644,0.0010000000474974513,0.8718827366828918,0.5301411151885986,0.8183746933937073,71
0.33749154210090637,0.0010000000474974513,0.8842566013336182,0.5375891327857971,0.8151925802230835,72
0.4001677632331848,0.0010000000474974513,0.8709309101104736,0.5281513333320618,0.8176403641700745,73
0.3520660698413849,0.0010000000474974513,0.8825433254241943,0.5375678539276123,0.8150293827056885,74
0.35577958822250366,0.0010000000474974513,0.881781816482544,0.5357527136802673,0.8132343292236328,75
0.34371986985206604,0.0010000000474974513,0.8857795596122742,0.5216623544692993,0.8193537592887878,76
0.38422319293022156,0.0010000000474974513,0.8764515519142151,0.5155338644981384,0.8184562921524048,77
0.34720379114151,0.0010000000474974513,0.8850181102752686,0.5286366939544678,0.8173139691352844,78
0.3453811705112457,0.0010000000474974513,0.884827733039856,0.5279689431190491,0.8159269094467163,79
0.3703259229660034,0.0010000000474974513,0.8766419291496277,0.5363556146621704,0.815274178981781,80
0.37133532762527466,0.0010000000474974513,0.8703597784042358,0.5444663166999817,0.8108681440353394,81
0.3382262587547302,0.0005000000237487257,0.8857795596122742,0.5041160583496094,0.8241677284240723,82
0.3353455662727356,0.0005000000237487257,0.887492835521698,0.4962311089038849,0.8266155123710632,83
0.3609296679496765,0.0005000000237487257,0.8794974088668823,0.5009745955467224,0.8231070637702942,84
0.34537291526794434,0.0005000000237487257,0.8825433254241943,0.49079716205596924,0.8292264938354492,85
0.34106653928756714,0.0005000000237487257,0.8861603140830994,0.4920523762702942,0.8269419074058533,86
0.3349483013153076,0.0005000000237487257,0.8831143975257874,0.4873333275318146,0.8281657695770264,87
0.363981157541275,0.0005000000237487257,0.8779745101928711,0.4893818497657776,0.8291448950767517,88
0.3302435576915741,0.0005000000237487257,0.8892061710357666,0.49006175994873047,0.8320822715759277,89
0.33499598503112793,0.0005000000237487257,0.8922520279884338,0.4833162724971771,0.8316742777824402,90
0.3206574320793152,0.0005000000237487257,0.8935846090316772,0.4898778796195984,0.8283289670944214,91
0.35323190689086914,0.0005000000237487257,0.8833047747612,0.4909614324569702,0.8267787098884583,92
0.352121502161026,0.0005000000237487257,0.884827733039856,0.49188634753227234,0.8302872180938721,93
0.3551711440086365,0.0005000000237487257,0.8802589178085327,0.48046594858169556,0.8324902057647705,94
0.3524956703186035,0.0005000000237487257,0.8827337026596069,0.49382099509239197,0.8263707756996155,95
0.3309904634952545,0.0005000000237487257,0.8909194469451904,0.48461052775382996,0.8338772654533386,96
0.3393484354019165,0.0005000000237487257,0.8859699368476868,0.4911252558231354,0.8271867036819458,97
0.3368937075138092,0.0002500000118743628,0.8873025178909302,0.4704526960849762,0.8355091214179993,98
0.3362928330898285,0.0002500000118743628,0.8880639672279358,0.48142674565315247,0.8326534032821655,99
0.3268214166164398,0.0002500000118743628,0.8880639672279358,0.47833096981048584,0.834693193435669,100
0.3301848769187927,0.0002500000118743628,0.8882543444633484,0.4702821373939514,0.8377121686935425,101
0.3189501464366913,0.0002500000118743628,0.89053875207901,0.4607398211956024,0.8397519588470459,102
0.31935545802116394,0.0002500000118743628,0.8939653635025024,0.47492924332618713,0.835019588470459,103
0.3214363157749176,0.0002500000118743628,0.8909194469451904,0.4597412645816803,0.8379569053649902,104
0.3194369971752167,0.0002500000118743628,0.8924424052238464,0.47167518734931946,0.8341220617294312,105
0.3156985342502594,0.0002500000118743628,0.8954883217811584,0.4666072726249695,0.8410574197769165,106
0.3184545040130615,0.0002500000118743628,0.894155740737915,0.4611242413520813,0.8395887613296509,107
0.31249377131462097,0.0002500000118743628,0.8937749862670898,0.4708770215511322,0.8392624258995056,108
0.3057507276535034,0.0002500000118743628,0.8991052508354187,0.4696807861328125,0.8373857736587524,109
0.29919734597206116,0.0002500000118743628,0.8979630470275879,0.4582192301750183,0.8396703600883484,110
0.30760058760643005,0.0002500000118743628,0.8964401483535767,0.4632725715637207,0.8379569053649902,111
0.31927967071533203,0.0002500000118743628,0.8914905786514282,0.46749159693717957,0.8359171152114868,112
0.3115576207637787,0.0002500000118743628,0.8937749862670898,0.45485052466392517,0.8386096358299255,113
0.3089562654495239,0.0002500000118743628,0.8968208432197571,0.46819669008255005,0.8373041749000549,114
0.32935264706611633,0.0002500000118743628,0.8844469785690308,0.45424798130989075,0.8447291254997253,115
0.3128022253513336,0.0002500000118743628,0.8937749862670898,0.4514288306236267,0.8425261378288269,116
0.3164566159248352,0.0002500000118743628,0.8930135369300842,0.4555642008781433,0.840975821018219,117
0.3171023428440094,0.0002500000118743628,0.8943460583686829,0.45876622200012207,0.8377121686935425,118
0.3146384358406067,0.0002500000118743628,0.8920616507530212,0.4649274945259094,0.8356723189353943,119
0.3096957206726074,0.0002500000118743628,0.8968208432197571,0.4552977979183197,0.8420365452766418,120
0.31780093908309937,0.0002500000118743628,0.8901579976081848,0.4485971927642822,0.8436684012413025,121
0.31345075368881226,0.0002500000118743628,0.8952979445457458,0.4608835279941559,0.8390176296234131,122
0.31581541895866394,0.0002500000118743628,0.8956786394119263,0.46666833758354187,0.8399151563644409,123
0.30785030126571655,0.0002500000118743628,0.8947268128395081,0.45648667216300964,0.8438315987586975,124
0.3122651278972626,0.0002500000118743628,0.8956786394119263,0.45852434635162354,0.8412206172943115,125
0.3035201132297516,0.0002500000118743628,0.8945364356040955,0.4654219150543213,0.8368962407112122,126
0.3088361322879791,0.0001250000059371814,0.8933942317962646,0.45891955494880676,0.840975821018219,127
0.3047417104244232,0.0001250000059371814,0.8933942317962646,0.45177391171455383,0.8405678868293762,128
0.3049391806125641,0.0001250000059371814,0.8956786394119263,0.45850837230682373,0.8395887613296509,129
0.30575400590896606,0.0001250000059371814,0.8964401483535767,0.45835015177726746,0.8427708745002747,130
0.3115147352218628,0.0001250000059371814,0.8945364356040955,0.45791393518447876,0.8429340720176697,131
0.30885615944862366,0.0001250000059371814,0.8956786394119263,0.4522543251514435,0.8429340720176697,132
