val_accuracy,learning_rate,loss,val_loss,accuracy,epoch
0.6346849203109741,0.0010000000474974513,1.2852474451065063,1.0253249406814575,0.5754732489585876,1
0.6640015244483948,0.0010000000474974513,1.0976481437683105,0.9629721641540527,0.6216546893119812,2
0.6489624977111816,0.0010000000474974513,1.0477961301803589,1.0387113094329834,0.636178195476532,3
0.6773272156715393,0.0010000000474974513,1.0026640892028809,0.9030309319496155,0.6504569053649902,4
0.7053112387657166,0.0010000000474974513,0.9862380027770996,0.8360084295272827,0.6527414917945862,5
0.7075956463813782,0.0010000000474974513,0.9670488238334656,0.825339674949646,0.661308765411377,6
0.7163525819778442,0.0010000000474974513,0.9515586495399475,0.8082424998283386,0.6655515432357788,7
0.7104511857032776,0.0010000000474974513,0.9566583633422852,0.8204964399337769,0.667264997959137,8
0.7264420390129089,0.0010000000474974513,0.9336119890213013,0.7862563729286194,0.6704471111297607,9
0.7154006958007812,0.0010000000474974513,0.9216789603233337,0.8122249245643616,0.6781984567642212,10
0.7325338125228882,0.0010000000474974513,0.8964504599571228,0.7538892030715942,0.68717360496521,11
0.7312012314796448,0.0010000000474974513,0.9038658738136292,0.7746881246566772,0.6792591214179993,12
0.7214924693107605,0.0010000000474974513,0.882533073425293,0.7997912764549255,0.6866840720176697,13
0.7192080616950989,0.0010000000474974513,0.8837084174156189,0.8008726239204407,0.6889686584472656,14
0.71387779712677,0.0010000000474974513,0.8823474645614624,0.8138716816902161,0.689784586429596,15
0.7371026277542114,0.0010000000474974513,0.8843899965286255,0.7568374276161194,0.6900293827056885,16
0.7473824620246887,0.0010000000474974513,0.8819145560264587,0.7146788239479065,0.6911716461181641,17
0.7492861151695251,0.0010000000474974513,0.8793922066688538,0.7066740393638611,0.6906821131706238,18
0.7449076771736145,0.0010000000474974513,0.8796841502189636,0.732018768787384,0.6905189156532288,19
0.7490957379341125,0.0010000000474974513,0.8810018301010132,0.7083824872970581,0.6941090226173401,20
0.7521416544914246,0.0010000000474974513,0.8564034104347229,0.7081969976425171,0.7007995843887329,21
0.7475728392601013,0.0010000000474974513,0.8576002717018127,0.7300260663032532,0.6968015432357788,22
0.7422425150871277,0.0010000000474974513,0.8526801466941833,0.7111815214157104,0.7025130391120911,23
0.7462402582168579,0.0010000000474974513,0.8461789488792419,0.7422209978103638,0.7041448950767517,24
0.7513801455497742,0.0010000000474974513,0.8441616892814636,0.6904036998748779,0.7017787098884583,25
0.7435750961303711,0.0010000000474974513,0.8489624261856079,0.722813606262207,0.7070822715759277,26
0.7361507415771484,0.0010000000474974513,0.832169234752655,0.7645590305328369,0.7083877325057983,27
0.7489053606987,0.0010000000474974513,0.8485727310180664,0.7129536271095276,0.7044712901115417,28
0.7607081532478333,0.0010000000474974513,0.8396975994110107,0.6871265172958374,0.7086325287818909,29
0.7639443874359131,0.0010000000474974513,0.8313998579978943,0.6741527915000916,0.7097747921943665,30
0.7492861151695251,0.0010000000474974513,0.831791341304779,0.7075679302215576,0.7078981995582581,31
0.7616599798202515,0.0010000000474974513,0.8301249146461487,0.6815930604934692,0.7109171152114868,32
0.7340567111968994,0.0010000000474974513,0.8324028253555298,0.7350077033042908,0.7083877325057983,33
0.7557586431503296,0.0010000000474974513,0.816354513168335,0.6917104125022888,0.7119777798652649,34
0.761279284954071,0.0010000000474974513,0.8218027353286743,0.6878767609596252,0.7133648991584778,35
0.7397677302360535,0.0010000000474974513,0.8196366429328918,0.7442672252655029,0.716139018535614,36
0.739387035369873,0.0010000000474974513,0.8305238485336304,0.7371549606323242,0.7110803127288818,37
0.7445269227027893,0.0010000000474974513,0.8125696182250977,0.742704451084137,0.7136096358299255,38
0.7715591192245483,0.0010000000474974513,0.8084427714347839,0.6505539417266846,0.7185052037239075,39
