val_accuracy,loss,learning_rate,accuracy,val_loss,epoch
0.6535972356796265,1.2211676836013794,0.0010000000474974513,0.5800424218177795,0.9734451770782471,1
0.6950894594192505,1.0460683107376099,0.0010000000474974513,0.633567214012146,0.8406426310539246,2
0.6893795132637024,1.002044916152954,0.0010000000474974513,0.6463772654533386,0.8852389454841614,3
0.7091739773750305,0.9708408713340759,0.0010000000474974513,0.6591057181358337,0.813144862651825,4
0.6128664016723633,0.9458927512168884,0.0010000000474974513,0.6690600514411926,1.0160599946975708,5
0.7042253613471985,0.9293535351753235,0.0010000000474974513,0.6717526316642761,0.8093479871749878,6
0.7491434812545776,0.9201505780220032,0.0010000000474974513,0.6741188168525696,0.7333811521530151,7
0.7023220658302307,0.9154094457626343,0.0010000000474974513,0.6795855164527893,0.8421027064323425,8
0.7198324799537659,0.8968566656112671,0.0010000000474974513,0.6817885041236877,0.7945337891578674,9
0.753711462020874,0.8848217725753784,0.0010000000474974513,0.6829308271408081,0.719822883605957,10
0.7403882741928101,0.8749220967292786,0.0010000000474974513,0.6956592798233032,0.7513253688812256,11
0.7403882741928101,0.8735356330871582,0.0010000000474974513,0.6924771666526794,0.7369398474693298,12
0.7293490767478943,0.8581491112709045,0.0010000000474974513,0.6966384053230286,0.7616333365440369,13
0.7514274716377258,0.8590033054351807,0.0010000000474974513,0.6989229917526245,0.7220295071601868,14
0.7373429536819458,0.8496609926223755,0.0010000000474974513,0.702349841594696,0.7495996356010437,15
0.735439658164978,0.8495333790779114,0.0010000000474974513,0.7036553621292114,0.7616315484046936,16
0.7556147575378418,0.8372816443443298,0.0010000000474974513,0.7025946378707886,0.7079249024391174,17
0.7636086940765381,0.8456999659538269,0.0010000000474974513,0.7065110802650452,0.6922385692596436,18
0.7655119895935059,0.8345627188682556,0.0010000000474974513,0.707735002040863,0.6754938960075378,19
0.7617053389549255,0.843958854675293,0.0010000000474974513,0.7007180452346802,0.6903271079063416,20
0.7483822107315063,0.828345775604248,0.0010000000474974513,0.7046344876289368,0.7264217734336853,21
0.7674152851104736,0.8281316161155701,0.0010000000474974513,0.7152414917945862,0.6835076808929443,22
0.7716025710105896,0.823246419429779,0.0010000000474974513,0.709856390953064,0.6539832949638367,23
0.748762845993042,0.8102796077728271,0.0010000000474974513,0.718586802482605,0.717496931552887,24
0.7639893293380737,0.806771993637085,0.0010000000474974513,0.7127121686935425,0.6855769753456116,25
0.767034649848938,0.8308550715446472,0.0010000000474974513,0.7088772654533386,0.6736770272254944,26
0.7716025710105896,0.8024963140487671,0.0010000000474974513,0.7171997427940369,0.6659338474273682,27
0.7582793831825256,0.8068177700042725,0.0010000000474974513,0.7127937078475952,0.6959316730499268,28
0.7617053389549255,0.8207807540893555,0.0010000000474974513,0.7140992283821106,0.6920948028564453,29
0.7567567825317383,0.8151252865791321,0.0010000000474974513,0.7134464979171753,0.6897364258766174,30
0.7738865613937378,0.7873659729957581,0.0010000000474974513,0.7238903641700745,0.6565109491348267,31
0.7723639011383057,0.8045116662979126,0.0010000000474974513,0.7203818559646606,0.6576235294342041,32
0.7689379453659058,0.8003992438316345,0.0010000000474974513,0.7217689156532288,0.6762483716011047,33
0.7617053389549255,0.8023880124092102,0.0010000000474974513,0.7189947962760925,0.6837649345397949,34
0.7696992754936218,0.7981283068656921,0.0010000000474974513,0.7199738621711731,0.6663370132446289,35
0.7617053389549255,0.7927706837654114,0.0010000000474974513,0.7225032448768616,0.6908687353134155,36
0.7685573101043701,0.7898691892623901,0.0010000000474974513,0.7217689156532288,0.6708057522773743,37
0.7388656139373779,0.7940887212753296,0.0010000000474974513,0.7216057181358337,0.764983057975769,38
0.7624666690826416,0.7809552550315857,0.0010000000474974513,0.7229928374290466,0.7106512188911438,39
0.762086033821106,0.762451171875,0.0005000000237487257,0.7292754650115967,0.6712363362312317,40
0.7582793831825256,0.7618509531021118,0.0005000000237487257,0.7318864464759827,0.700911819934845,41
0.7552341222763062,0.7553883790969849,0.0005000000237487257,0.7366188168525696,0.697856068611145,42
0.7685573101043701,0.7557891011238098,0.0005000000237487257,0.7356396913528442,0.6579993963241577,43
0.7662733197212219,0.7512784600257874,0.0005000000237487257,0.7347421646118164,0.6492795348167419,44
0.78606778383255,0.7509359121322632,0.0005000000237487257,0.7338446378707886,0.6185591220855713,45
0.7704606056213379,0.7506882548332214,0.0005000000237487257,0.7335183024406433,0.649431049823761,46
0.7795965075492859,0.7454074025154114,0.0005000000237487257,0.7384138107299805,0.6363154053688049,47
0.7746478915214539,0.7477557063102722,0.0005000000237487257,0.736210823059082,0.6354950666427612,48
0.7822611331939697,0.7390895485877991,0.0005000000237487257,0.7398009300231934,0.6382794976234436,49
0.7776932120323181,0.7475801110267639,0.0005000000237487257,0.7344973683357239,0.6094663739204407,50
0.7716025710105896,0.7465639710426331,0.0005000000237487257,0.736374020576477,0.645270824432373,51
0.776170551776886,0.7379884123802185,0.0005000000237487257,0.7457571625709534,0.6284589767456055,52
0.767034649848938,0.7482388019561768,0.0005000000237487257,0.7395561337471008,0.6541951894760132,53
0.7708412408828735,0.7580416798591614,0.0005000000237487257,0.736047625541687,0.6345494389533997,54
0.7754092216491699,0.7416266798973083,0.0005000000237487257,0.7402904629707336,0.6448968648910522,55
0.767034649848938,0.7369617223739624,0.0005000000237487257,0.741432785987854,0.6749570369720459,56
0.7750285267829895,0.7347567677497864,0.0005000000237487257,0.7430646419525146,0.6497950553894043,57
0.7765511870384216,0.7437905669212341,0.0005000000237487257,0.7420039176940918,0.6319326162338257,58
0.7818804979324341,0.7443533539772034,0.0005000000237487257,0.735150158405304,0.6182340383529663,59
0.7746478915214539,0.745871901512146,0.0005000000237487257,0.7398009300231934,0.630016028881073,60
0.7754092216491699,0.7410865426063538,0.0005000000237487257,0.7381690740585327,0.63653165102005,61
0.7742671966552734,0.7357710003852844,0.0005000000237487257,0.7451860308647156,0.6251782774925232,62
0.7571374177932739,0.7455888390541077,0.0005000000237487257,0.7399641275405884,0.6875597834587097,63
0.7693186402320862,0.733729898929596,0.0005000000237487257,0.738985002040863,0.6527981162071228,64
0.7723639011383057,0.7444822192192078,0.0005000000237487257,0.7393929362297058,0.6616836786270142,65
0.7822611331939697,0.7467721700668335,0.0005000000237487257,0.7358844876289368,0.6182715892791748,66
0.7849257588386536,0.7159383296966553,0.0002500000118743628,0.7486129403114319,0.6113482117652893,67
0.7925390005111694,0.7078466415405273,0.0002500000118743628,0.74967360496521,0.5979293584823608,68
0.7830224633216858,0.7090626955032349,0.0002500000118743628,0.7479602098464966,0.617323637008667,69
0.7826417684555054,0.7175498604774475,0.0002500000118743628,0.7465730905532837,0.6227204203605652,70
0.7792158126831055,0.7144566774368286,0.0002500000118743628,0.7468178868293762,0.628254234790802,71
0.785306453704834,0.7219990491867065,0.0002500000118743628,0.7478786110877991,0.5954084992408752,72
0.785306453704834,0.716894268989563,0.0002500000118743628,0.7442885041236877,0.6170482635498047,73
0.7822611331939697,0.7104665040969849,0.0002500000118743628,0.749836802482605,0.6220577955245972,74
0.7864484190940857,0.708706796169281,0.0002500000118743628,0.7451860308647156,0.6148287653923035,75
0.7830224633216858,0.7184962034225464,0.0002500000118743628,0.7494288682937622,0.6080803275108337,76
0.7788351774215698,0.7153017520904541,0.0002500000118743628,0.7508159279823303,0.624678909778595,77
0.7845451235771179,0.7136394381523132,0.0002500000118743628,0.7433093786239624,0.6169272065162659,78
0.7837837934494019,0.7137711644172668,0.0002500000118743628,0.7474706172943115,0.6166332960128784,79
0.7933003306388855,0.7153366804122925,0.0002500000118743628,0.747225821018219,0.5879472494125366,80
0.7830224633216858,0.728938639163971,0.0002500000118743628,0.7451860308647156,0.6075364947319031,81
0.7746478915214539,0.7019915580749512,0.0002500000118743628,0.7513054609298706,0.6362057328224182,82
0.7822611331939697,0.7102959752082825,0.0002500000118743628,0.7452676296234131,0.6182710528373718,83
0.7837837934494019,0.6967973709106445,0.0002500000118743628,0.7555482983589172,0.6182889938354492,84
0.7818804979324341,0.7176510691642761,0.0002500000118743628,0.7467362880706787,0.6125818490982056,85
0.7826417684555054,0.7131159901618958,0.0002500000118743628,0.747715413570404,0.6054174304008484,86
0.7856870889663696,0.7034299373626709,0.0002500000118743628,0.7518766522407532,0.6109910607337952,87
0.7933003306388855,0.6980640888214111,0.0002500000118743628,0.7548139691352844,0.5890913605690002,88
0.7883517146110535,0.7192354798316956,0.0002500000118743628,0.7433909773826599,0.5998327732086182,89
0.776170551776886,0.7058629989624023,0.0002500000118743628,0.7551403641700745,0.6446366310119629,90
0.7875903844833374,0.6995227336883545,0.0002500000118743628,0.7523661851882935,0.592134416103363,91
0.7826417684555054,0.6975047588348389,0.0002500000118743628,0.7535901069641113,0.6177465319633484,92
0.7826417684555054,0.7085570693016052,0.0002500000118743628,0.7479602098464966,0.621295154094696,93
0.7845451235771179,0.716083824634552,0.0002500000118743628,0.7479602098464966,0.6110872030258179,94
0.78949373960495,0.7042191624641418,0.0002500000118743628,0.7461651563644409,0.5955485105514526,95
0.78949373960495,0.7015736103057861,0.0002500000118743628,0.750163197517395,0.60256427526474,96
0.7933003306388855,0.7049121260643005,0.0001250000059371814,0.7469810843467712,0.5867983102798462,97
0.78606778383255,0.698178768157959,0.0001250000059371814,0.7512238621711731,0.5968172550201416,98
0.7845451235771179,0.693651020526886,0.0001250000059371814,0.7544875741004944,0.610944926738739,99
0.7818804979324341,0.6991965770721436,0.0001250000059371814,0.7509791254997253,0.6070948839187622,100
0.790255069732666,0.7021626234054565,0.0001250000059371814,0.7553851008415222,0.5834717750549316,101
0.7936810255050659,0.6957817673683167,0.0001250000059371814,0.7592199444770813,0.5843055248260498,102
0.7856870889663696,0.7049508094787598,0.0001250000059371814,0.7502447962760925,0.6029421091079712,103
0.7868290543556213,0.6928569078445435,0.0001250000059371814,0.7531005144119263,0.6067168712615967,104
0.7887324094772339,0.7085602879524231,0.0001250000059371814,0.7482865452766418,0.5918902158737183,105
0.7875903844833374,0.6808168888092041,0.0001250000059371814,0.7583224773406982,0.6002329587936401,106
0.7936810255050659,0.691445529460907,0.0001250000059371814,0.7542428374290466,0.5785285830497742,107
0.7974876165390015,0.7026329040527344,0.0001250000059371814,0.7494288682937622,0.5885321497917175,108
0.78949373960495,0.7025535106658936,0.0001250000059371814,0.7504079341888428,0.5965277552604675,109
0.7936810255050659,0.704833447933197,0.0001250000059371814,0.7547323703765869,0.5858069062232971,110
0.785306453704834,0.6857074499130249,0.0001250000059371814,0.7567722201347351,0.608564019203186,111
0.7921583652496338,0.6926915049552917,0.0001250000059371814,0.755058765411377,0.59961998462677,112
0.785306453704834,0.6836075186729431,0.0001250000059371814,0.7594647407531738,0.6154016256332397,113
0.7875903844833374,0.6912389993667603,0.0001250000059371814,0.7514686584472656,0.6017981767654419,114
0.7959649562835693,0.6924554705619812,0.0001250000059371814,0.752447783946991,0.5963892936706543,115
0.7879710793495178,0.6876547932624817,0.0001250000059371814,0.7548139691352844,0.6054741144180298,116
0.7910163402557373,0.6913109421730042,0.0001250000059371814,0.7566906213760376,0.5984811782836914,117
0.7807384729385376,0.6823314428329468,0.0001250000059371814,0.761014997959137,0.6384900212287903,118
0.7940616607666016,0.6759960055351257,0.0001250000059371814,0.7591384053230286,0.5905637741088867,119
0.7883517146110535,0.6823830008506775,0.0001250000059371814,0.7568537592887878,0.6065105199813843,120
0.7891130447387695,0.6972272396087646,0.0001250000059371814,0.7528557181358337,0.6023101806640625,121
0.7872097492218018,0.6863827109336853,0.0001250000059371814,0.7540796399116516,0.6072959303855896,122
0.7929196953773499,0.6877477765083313,0.0001250000059371814,0.756119430065155,0.5858823657035828,123
0.7940616607666016,0.6874444484710693,6.25000029685907e-05,0.7608518004417419,0.5914790630340576,124
0.790255069732666,0.6801955699920654,6.25000029685907e-05,0.7606886625289917,0.596341609954834,125
0.7936810255050659,0.6781710386276245,6.25000029685907e-05,0.7627284526824951,0.5976464748382568,126
0.7925390005111694,0.6914135813713074,6.25000029685907e-05,0.7547323703765869,0.5960734486579895,127
0.7955843210220337,0.6903168559074402,6.25000029685907e-05,0.7579144835472107,0.5863339304924011,128
0.7955843210220337,0.6954278945922852,6.25000029685907e-05,0.7532637119293213,0.5811287760734558,129
0.7940616607666016,0.6772817969322205,6.25000029685907e-05,0.7592199444770813,0.5852091908454895,130
0.78949373960495,0.6909986138343811,6.25000029685907e-05,0.7584856152534485,0.5973569750785828,131
0.7872097492218018,0.6817020773887634,6.25000029685907e-05,0.7570985555648804,0.599868893623352,132
0.7982489466667175,0.6824470162391663,6.25000029685907e-05,0.7577512860298157,0.5803400874137878,133
0.8001522421836853,0.6899899840354919,6.25000029685907e-05,0.7575881481170654,0.5771664381027222,134
0.7936810255050659,0.6856894493103027,6.25000029685907e-05,0.7573433518409729,0.5873880386352539,135
