val_accuracy,accuracy,loss,val_loss,learning_rate,epoch
0.6685224771499634,0.572346568107605,1.25284743309021,0.9194355607032776,0.0010000000474974513,1
0.667665958404541,0.6200064420700073,1.0833613872528076,0.9065331220626831,0.0010000000474974513,2
0.6788008809089661,0.6426047086715698,1.0286281108856201,0.9102351665496826,0.0010000000474974513,3
0.7194860577583313,0.6429259777069092,1.0093092918395996,0.7911655306816101,0.0010000000474974513,4
0.724625289440155,0.6513869762420654,0.9634288549423218,0.7594310641288757,0.0010000000474974513,5
0.6817986965179443,0.662739634513855,0.9642571210861206,0.8743129968643188,0.0010000000474974513,6
0.7173447608947754,0.6678804755210876,0.9441345930099487,0.7880843877792358,0.0010000000474974513,7
0.7374732494354248,0.6833029985427856,0.9213016629219055,0.7349575161933899,0.0010000000474974513,8
0.7177730202674866,0.6789118647575378,0.9162173867225647,0.7857064008712769,0.0010000000474974513,9
0.7344753742218018,0.6776266694068909,0.916705310344696,0.7669938206672668,0.0010000000474974513,10
0.7306209802627563,0.6854450106620789,0.892419159412384,0.7421826124191284,0.0010000000474974513,11
0.7331905961036682,0.6886579990386963,0.893153190612793,0.7541834712028503,0.0010000000474974513,12
0.7640256881713867,0.6917639374732971,0.8813822269439697,0.6791033148765564,0.0010000000474974513,13
0.7456102967262268,0.6900503635406494,0.8785820007324219,0.7119908332824707,0.0010000000474974513,14
0.7481798529624939,0.6933704614639282,0.8688670992851257,0.6953261494636536,0.0010000000474974513,15
0.7331905961036682,0.6917639374732971,0.8721604943275452,0.749005138874054,0.0010000000474974513,16
0.7104924917221069,0.6985113024711609,0.8469430208206177,0.8067163825035095,0.0010000000474974513,17
0.7576017379760742,0.6997964978218079,0.8458002805709839,0.7154432535171509,0.0010000000474974513,18
0.7426124215126038,0.7011888027191162,0.8442374467849731,0.7477197051048279,0.0010000000474974513,19
0.7477515935897827,0.7049373388290405,0.8486347794532776,0.7228863835334778,0.0010000000474974513,20
0.767451822757721,0.7084716558456421,0.8440775275230408,0.6385208964347839,0.0010000000474974513,21
0.7648822069168091,0.7045089602470398,0.84377521276474,0.6740840077400208,0.0010000000474974513,22
0.770449697971344,0.7048302292823792,0.8424492478370667,0.6634297966957092,0.0010000000474974513,23
0.7743040919303894,0.7022598385810852,0.8491688370704651,0.6455879807472229,0.0010000000474974513,24
0.7610278129577637,0.7133983373641968,0.8256121873855591,0.6668944358825684,0.0010000000474974513,25
0.778586745262146,0.70033198595047,0.8364482522010803,0.6457764506340027,0.0010000000474974513,26
0.7734475135803223,0.7027953267097473,0.8407735228538513,0.6333622336387634,0.0010000000474974513,27
0.7743040919303894,0.7128627896308899,0.8143478035926819,0.6572339534759521,0.0010000000474974513,28
0.7760171294212341,0.7170397639274597,0.8154813051223755,0.6273820400238037,0.0010000000474974513,29
0.7884368300437927,0.7138267159461975,0.8150213360786438,0.6004298329353333,0.0010000000474974513,30
0.7824411392211914,0.7161829471588135,0.8088828325271606,0.6362003684043884,0.0010000000474974513,31
0.7597430348396301,0.710292398929596,0.8139356374740601,0.7076163291931152,0.0010000000474974513,32
0.7764453887939453,0.7142550945281982,0.799608588218689,0.654302179813385,0.0010000000474974513,33
0.7854389548301697,0.7206811904907227,0.8072314858436584,0.6299211978912354,9.999999747378752e-06,34
0.8119914531707764,0.734068751335144,0.757493257522583,0.5480203628540039,9.999999747378752e-06,35
0.8274089694023132,0.7425297498703003,0.7427411079406738,0.5105190873146057,9.999999747378752e-06,36
0.8261241912841797,0.7422084212303162,0.7244866490364075,0.493713915348053,9.999999747378752e-06,37
0.8235545754432678,0.7565599083900452,0.702957034111023,0.5092349052429199,9.999999747378752e-06,38
0.8218415379524231,0.759665846824646,0.6931355595588684,0.5000025033950806,9.999999747378752e-06,39
0.8385438919067383,0.758594810962677,0.6847080588340759,0.48004910349845886,9.999999747378752e-06,40
0.8102783560752869,0.7653421759605408,0.6711731553077698,0.5289134383201599,9.999999747378752e-06,41
0.8376873731613159,0.7673770785331726,0.651579737663269,0.4830414652824402,9.999999747378752e-06,42
0.826980710029602,0.7691978216171265,0.6601274013519287,0.48690104484558105,9.999999747378752e-06,43
0.8518201112747192,0.7732676267623901,0.6355109214782715,0.43345895409584045,9.999999747378752e-06,44
0.8308351039886475,0.7776587605476379,0.6280460953712463,0.4922613799571991,9.999999747378752e-06,45
0.8338329792022705,0.7815144062042236,0.6248007416725159,0.4695640802383423,9.999999747378752e-06,46
0.8342612385749817,0.7849416136741638,0.6146201491355896,0.47912514209747314,9.999999747378752e-06,47
0.8334047198295593,0.7909392714500427,0.6016824245452881,0.47915488481521606,9.999999747378752e-06,48
0.8501070737838745,0.79072505235672,0.5838722586631775,0.4296920597553253,4.999999873689376e-06,49
0.8501070737838745,0.8003641366958618,0.5714559555053711,0.44499820470809937,4.999999873689376e-06,50
