val_loss,loss,accuracy,val_accuracy,learning_rate,epoch
0.8655250668525696,1.149402141571045,0.6080287098884583,0.6870955228805542,0.0010000000474974513,1
0.7086969614028931,0.9255728721618652,0.6742819547653198,0.7342976927757263,0.0010000000474974513,2
0.6570695638656616,0.8653805255889893,0.6926403641700745,0.7639893293380737,0.0010000000474974513,3
0.6529767513275146,0.8422983288764954,0.7019419074058533,0.7738865613937378,0.0010000000474974513,4
0.6453573703765869,0.8071844577789307,0.7199738621711731,0.771221935749054,0.0010000000474974513,5
0.6201675534248352,0.7899703979492188,0.7201370596885681,0.7818804979324341,0.0010000000474974513,6
0.6142528653144836,0.7605919241905212,0.7331103086471558,0.7837837934494019,0.0010000000474974513,7
0.5690649747848511,0.7520872950553894,0.732375979423523,0.7917776703834534,0.0010000000474974513,8
0.5852273106575012,0.734056293964386,0.7455939650535583,0.7952036261558533,0.0010000000474974513,9
0.5982609987258911,0.7352817058563232,0.7365372180938721,0.7845451235771179,0.0010000000474974513,10
0.6146329045295715,0.7226579785346985,0.7430646419525146,0.7841644287109375,0.0010000000474974513,11
0.5472918748855591,0.7170550227165222,0.7500815987586975,0.8100494742393494,0.0010000000474974513,12
0.5901610255241394,0.7057852745056152,0.7537532448768616,0.7952036261558533,0.0010000000474974513,13
0.5479875206947327,0.70744389295578,0.7497552037239075,0.8054815530776978,0.0010000000474974513,14
0.5690172910690308,0.6947814226150513,0.7543244361877441,0.7993909120559692,0.0010000000474974513,15
0.5319262146949768,0.6842495799064636,0.7632180452346802,0.8207080364227295,0.0010000000474974513,16
0.5052396655082703,0.6807352304458618,0.7567722201347351,0.8180434107780457,0.0010000000474974513,17
0.531395673751831,0.6825215816497803,0.7597095370292664,0.8214693665504456,0.0010000000474974513,18
0.5807827115058899,0.6691267490386963,0.7665632963180542,0.7921583652496338,0.0010000000474974513,19
0.5311145186424255,0.6789708733558655,0.7641971111297607,0.8111914992332458,0.0010000000474974513,20
0.5782104134559631,0.6652364730834961,0.7653394341468811,0.7993909120559692,0.0010000000474974513,21
0.5457266569137573,0.6590490341186523,0.7691742777824402,0.8062428832054138,0.0010000000474974513,22
0.5146529674530029,0.6602614521980286,0.7696638107299805,0.8134754300117493,0.0010000000474974513,23
0.5037869215011597,0.653088390827179,0.7715404629707336,0.8218500018119812,0.0010000000474974513,24
0.5499404072761536,0.6516789793968201,0.7715404629707336,0.8191853761672974,0.0010000000474974513,25
0.5017126202583313,0.654248058795929,0.7696638107299805,0.828701913356781,0.0010000000474974513,26
0.5219396948814392,0.6432010531425476,0.7690926790237427,0.8195660710334778,0.0010000000474974513,27
0.5141465663909912,0.6428195834159851,0.7741514444351196,0.8172820806503296,0.0010000000474974513,28
0.4807429611682892,0.64103764295578,0.7712141275405884,0.832889199256897,0.0010000000474974513,29
0.5415909886360168,0.6441439986228943,0.7741514444351196,0.8028169274330139,0.0010000000474974513,30
0.5134186148643494,0.6309568881988525,0.778639018535614,0.8207080364227295,0.0010000000474974513,31
0.5200769901275635,0.6340440511703491,0.7797813415527344,0.8188047409057617,0.0010000000474974513,32
0.4975093901157379,0.6297953128814697,0.7734987139701843,0.824514627456665,0.0010000000474974513,33
0.5569078326225281,0.6292585730552673,0.7792102098464966,0.8051008582115173,0.0010000000474974513,34
0.572310745716095,0.6328241229057312,0.7775783538818359,0.8012942671775818,0.0010000000474974513,35
0.5097494721412659,0.6147896647453308,0.7827186584472656,0.8214693665504456,0.0010000000474974513,36
0.4998179078102112,0.6244790554046631,0.7824738621711731,0.8271793127059937,0.0010000000474974513,37
0.4765249192714691,0.6223759651184082,0.7805156707763672,0.8260372877120972,0.0010000000474974513,38
0.4926356375217438,0.6088051795959473,0.7865535020828247,0.8226113319396973,0.0010000000474974513,39
0.5071094632148743,0.610937774181366,0.7860639691352844,0.8199467062950134,0.0010000000474974513,40
0.5283121466636658,0.6079230308532715,0.7848401069641113,0.8161400556564331,0.0010000000474974513,41
0.4803193211555481,0.6107060313224792,0.7879406213760376,0.8298439383506775,0.0010000000474974513,42
0.5413832068443298,0.6125593185424805,0.7850848436355591,0.8047202229499817,0.0010000000474974513,43
0.4971492290496826,0.6081438064575195,0.7848401069641113,0.8260372877120972,0.0010000000474974513,44
0.4982473850250244,0.6080820560455322,0.7856560349464417,0.8359345197677612,0.0010000000474974513,45
0.48892226815223694,0.6041674017906189,0.7853296399116516,0.8229920268058777,0.0010000000474974513,46
0.4814208149909973,0.6070006489753723,0.7823107242584229,0.8370764851570129,0.0010000000474974513,47
0.5141292214393616,0.6039164066314697,0.7893276810646057,0.8252759575843811,0.0010000000474974513,48
0.4735006093978882,0.605455756187439,0.7852480411529541,0.8370764851570129,0.0010000000474974513,49
0.4968397915363312,0.6017575860023499,0.7906331419944763,0.832889199256897,0.0010000000474974513,50
0.5136732459068298,0.6010216474533081,0.789980411529541,0.8218500018119812,0.0010000000474974513,51
0.45073360204696655,0.6000749468803406,0.7907963395118713,0.8443090915679932,0.0010000000474974513,52
0.4679526090621948,0.6006106734275818,0.7903884053230286,0.8397411704063416,0.0010000000474974513,53
0.47997525334358215,0.6084345579147339,0.7860639691352844,0.8359345197677612,0.0010000000474974513,54
0.5098324418067932,0.6100585460662842,0.7855744361877441,0.8199467062950134,0.0010000000474974513,55
0.49405762553215027,0.5854955315589905,0.7943864464759827,0.8237533569335938,0.0010000000474974513,56
0.5163059234619141,0.5941287875175476,0.7915306687355042,0.8226113319396973,0.0010000000474974513,57
0.4946308434009552,0.5798107385635376,0.7965894341468811,0.8271793127059937,0.0010000000474974513,58
0.49381810426712036,0.5878145098686218,0.7956919074058533,0.8317472338676453,0.0010000000474974513,59
0.5139130353927612,0.588634192943573,0.792754590511322,0.8210886716842651,0.0010000000474974513,60
0.48505333065986633,0.5820725560188293,0.7949575781822205,0.8321279287338257,0.0010000000474974513,61
0.4890071153640747,0.5871718525886536,0.792591392993927,0.8283212780952454,0.0010000000474974513,62
0.46977028250694275,0.5907531976699829,0.78753262758255,0.8359345197677612,0.0010000000474974513,63
0.530272901058197,0.5778335928916931,0.7995267510414124,0.8226113319396973,0.0010000000474974513,64
0.5103345513343811,0.5681204795837402,0.7992819547653198,0.8241339921951294,0.0010000000474974513,65
0.514911413192749,0.5630277395248413,0.8020561337471008,0.8188047409057617,0.0010000000474974513,66
0.47047534584999084,0.5762776732444763,0.7996899485588074,0.8344118595123291,0.0010000000474974513,67
0.5324118137359619,0.5922962427139282,0.7907963395118713,0.8207080364227295,0.0010000000474974513,68
0.4760722815990448,0.5458292961120605,0.8069517016410828,0.8370764851570129,0.0005000000237487257,69
0.47186318039894104,0.543768048286438,0.8076860308647156,0.8370764851570129,0.0005000000237487257,70
0.44935986399650574,0.5544081926345825,0.8076044321060181,0.8462123870849609,0.0005000000237487257,71
0.4723646342754364,0.5498129725456238,0.8099706172943115,0.8405025005340576,0.0005000000237487257,72
0.4397162199020386,0.5482209324836731,0.8046671152114868,0.8534449934959412,0.0005000000237487257,73
0.4775211811065674,0.5419643521308899,0.8093178868293762,0.8363152146339417,0.0005000000237487257,74
0.4704202711582184,0.5367303490638733,0.8114392757415771,0.8366958498954773,0.0005000000237487257,75
0.4477202296257019,0.5461658835411072,0.8067885041236877,0.846973717212677,0.0005000000237487257,76
