epoch,accuracy,loss,val_accuracy,val_loss
0,0.8018847703933716,0.5690017938613892,0.856531023979187,0.4439411759376526
1,0.8200899362564087,0.5222460031509399,0.8543897271156311,0.4551905691623688
2,0.8225530385971069,0.5192301273345947,0.8603854179382324,0.44215288758277893
3,0.8171985149383545,0.5156230926513672,0.8638115525245667,0.4403114318847656
4,0.8255515098571777,0.4955156743526459,0.8659529089927673,0.4180152416229248
5,0.8358320593833923,0.47333523631095886,0.8655246496200562,0.431656152009964
6,0.8317626714706421,0.46878716349601746,0.8650963306427002,0.41885673999786377
7,0.8374384045600891,0.46227696537971497,0.8663811683654785,0.4342382550239563
8,0.8414007425308228,0.46195244789123535,0.8680942058563232,0.42156851291656494
9,0.8380809426307678,0.45705321431159973,0.8698073029518127,0.4125313460826874
10,0.8424715995788574,0.4516318738460541,0.8693790435791016,0.4183894693851471
11,0.844292163848877,0.4526035785675049,0.8710920810699463,0.4114079773426056
12,0.8427928686141968,0.46794071793556213,0.8710920810699463,0.4077110290527344
13,0.8346540927886963,0.4636287987232208,0.8676659464836121,0.4135495126247406
14,0.8460055589675903,0.4426487684249878,0.8689507246017456,0.4121052324771881
15,0.8453630208969116,0.4467763900756836,0.8732333779335022,0.3984749913215637
16,0.8497536778450012,0.43730878829956055,0.8740899562835693,0.39773645997047424
17,0.8531805276870728,0.4342762231826782,0.8698073029518127,0.412720650434494
