loss,learning_rate,accuracy,val_loss,val_accuracy,epoch
1.1748237609863281,0.0010000000474974513,0.6016644835472107,0.8792105317115784,0.6817662715911865,1
0.9720746874809265,0.0010000000474974513,0.6595137119293213,0.8326185345649719,0.6969927549362183,2
0.9281617999076843,0.0010000000474974513,0.6777904629707336,0.7084780335426331,0.7567567825317383,3
0.8732169270515442,0.0010000000474974513,0.6932114958763123,0.749064028263092,0.7358203530311584,4
0.8668362498283386,0.0010000000474974513,0.6994125247001648,0.6747279167175293,0.767034649848938,5
0.8406020402908325,0.0010000000474974513,0.7037369608879089,0.6424221396446228,0.7784544825553894,6
0.8261330127716064,0.0010000000474974513,0.7111618518829346,0.6320991516113281,0.7799771428108215,7
0.8056304454803467,0.0010000000474974513,0.7195659279823303,0.6584915518760681,0.7704606056213379,8
0.7746378779411316,0.0010000000474974513,0.7281331419944763,0.6903347373008728,0.7658926248550415,9
0.779655933380127,0.0010000000474974513,0.7205450534820557,0.6473633646965027,0.7788351774215698,10
0.7702963352203369,0.0010000000474974513,0.7258485555648804,0.605514407157898,0.78949373960495,11
0.7637142539024353,0.0010000000474974513,0.7321311831474304,0.6118579506874084,0.785306453704834,12
0.7555229067802429,0.0010000000474974513,0.7371083498001099,0.5807273983955383,0.7978683114051819,13
0.746302604675293,0.0010000000474974513,0.7417591214179993,0.5906591415405273,0.78949373960495,14
0.7458415627479553,0.0010000000474974513,0.7389034032821655,0.637462854385376,0.7807384729385376,15
0.7317966818809509,0.0010000000474974513,0.7455939650535583,0.5861802101135254,0.7959649562835693,16
0.7203480005264282,0.0010000000474974513,0.7455939650535583,0.5862175822257996,0.8001522421836853,17
0.7171707153320312,0.0010000000474974513,0.7497552037239075,0.5825677514076233,0.7978683114051819,18
0.7157716155052185,0.0010000000474974513,0.7495920658111572,0.6212781071662903,0.7883517146110535,19
0.7095759510993958,0.0010000000474974513,0.7477970123291016,0.5496025085449219,0.8153787851333618,20
0.7043365240097046,0.0010000000474974513,0.7526925802230835,0.560663104057312,0.8024362325668335,21
0.7030307650566101,0.0010000000474974513,0.7514686584472656,0.5627486705780029,0.8047202229499817,22
0.7031415104866028,0.0010000000474974513,0.7564458250999451,0.575272798538208,0.7982489466667175,23
0.6981174945831299,0.0010000000474974513,0.7562010288238525,0.532555341720581,0.8134754300117493,24
0.6831968426704407,0.0010000000474974513,0.7581592798233032,0.5449137091636658,0.8104301691055298,25
0.6983783841133118,0.0010000000474974513,0.7530189156532288,0.5535561442375183,0.8104301691055298,26
0.6945971846580505,0.0010000000474974513,0.75628262758255,0.5427986979484558,0.8142367601394653,27
0.6991257667541504,0.0010000000474974513,0.752774178981781,0.5295270085334778,0.8153787851333618,28
0.6784958839416504,0.0010000000474974513,0.7637075781822205,0.5118201971054077,0.8203273415565491,29
0.6721601486206055,0.0010000000474974513,0.7641971111297607,0.5209125280380249,0.8203273415565491,30
0.6808842420578003,0.0010000000474974513,0.763952374458313,0.5240954756736755,0.8207080364227295,31
0.6715222001075745,0.0010000000474974513,0.761504590511322,0.5169965624809265,0.8267986178398132,32
0.6787493228912354,0.0010000000474974513,0.7637075781822205,0.5242620706558228,0.8207080364227295,33
0.6775465607643127,0.0010000000474974513,0.7631364464759827,0.5361400246620178,0.8142367601394653,34
0.6637230515480042,0.0010000000474974513,0.7645235061645508,0.5110208988189697,0.8233726620674133,35
0.6638309359550476,0.0010000000474974513,0.7668896913528442,0.5459043979644775,0.8104301691055298,36
0.6646044254302979,0.0010000000474974513,0.7659105658531189,0.5072247982025146,0.8218500018119812,37
0.6676477789878845,0.0010000000474974513,0.7690926790237427,0.5289127826690674,0.8161400556564331,38
0.6575849056243896,0.0010000000474974513,0.7667264938354492,0.5315525531768799,0.8165207505226135,39
0.6513711214065552,0.0010000000474974513,0.7693374752998352,0.5234786868095398,0.8149980902671814,40
0.6570795774459839,0.0010000000474974513,0.7679504156112671,0.5191189050674438,0.8214693665504456,41
0.65528404712677,0.0010000000474974513,0.7696638107299805,0.508234977722168,0.828701913356781,42
0.6507397294044495,0.0010000000474974513,0.7726011872291565,0.5220324993133545,0.8252759575843811,43
0.6569671034812927,0.0010000000474974513,0.767624020576477,0.4810422956943512,0.8309859037399292,44
0.6488983035087585,0.0010000000474974513,0.7722747921943665,0.49971845746040344,0.8298439383506775,45
0.6416476964950562,0.0010000000474974513,0.7726011872291565,0.5135492086410522,0.8218500018119812,46
0.6541000604629517,0.0010000000474974513,0.7708877325057983,0.49296835064888,0.8302245736122131,47
0.6632031202316284,0.0010000000474974513,0.7695006728172302,0.5266588926315308,0.8176627159118652,48
0.6423178911209106,0.0010000000474974513,0.7739066481590271,0.49865180253982544,0.8366958498954773,49
0.6439349055290222,0.0010000000474974513,0.775130569934845,0.47538989782333374,0.8446897864341736,50
0.63792484998703,0.0010000000474974513,0.7798629403114319,0.4772273600101471,0.8374571800231934,51
0.645287275314331,0.0010000000474974513,0.7764360308647156,0.48693791031837463,0.8279406428337097,52
0.6450172066688538,0.0010000000474974513,0.7713772654533386,0.4997232258319855,0.8252759575843811,53
0.6378086805343628,0.0010000000474974513,0.7753753066062927,0.5083268880844116,0.8195660710334778,54
0.6530352830886841,0.0010000000474974513,0.7686031460762024,0.49277377128601074,0.8267986178398132,55
0.6417372822761536,0.0010000000474974513,0.775130569934845,0.495218425989151,0.8283212780952454,56
0.6299048066139221,0.0010000000474974513,0.7796181440353394,0.508598804473877,0.8218500018119812,57
0.6347559094429016,0.0010000000474974513,0.7788838148117065,0.5185592174530029,0.8203273415565491,58
0.6357443928718567,0.0010000000474974513,0.7776598930358887,0.49655699729919434,0.8283212780952454,59
