accuracy,val_loss,val_accuracy,learning_rate,loss,epoch
0.5912758111953735,0.964309573173523,0.660479724407196,0.0010000000474974513,1.2112914323806763,1
0.6348254680633545,0.8818939328193665,0.6733295321464539,0.0010000000474974513,1.035212755203247,2
0.6520311236381531,0.8432444334030151,0.7010279893875122,0.0010000000474974513,0.9990395903587341,3
0.6589562296867371,0.8584887385368347,0.6853227019309998,0.0010000000474974513,0.9676028490066528,4
0.6623830795288086,0.8268817663192749,0.7061678767204285,0.0010000000474974513,0.94560307264328,5
0.6710216403007507,0.8026129603385925,0.7247287034988403,0.0010000000474974513,0.9348694086074829,6
0.6803740859031677,0.7616406679153442,0.7272986769676208,0.0010000000474974513,0.9107237458229065,7
0.6817305684089661,0.777671754360199,0.7227298617362976,0.0010000000474974513,0.9027947783470154,8
0.6862996816635132,0.7667882442474365,0.7267276048660278,0.0010000000474974513,0.8995791077613831,9
0.695794939994812,0.7755177617073059,0.7304397225379944,0.0010000000474974513,0.8664994239807129,10
0.693367600440979,0.7761737108230591,0.7355796694755554,0.0010000000474974513,0.8721212148666382,11
0.6962233185768127,0.7183730602264404,0.7441462278366089,0.0010000000474974513,0.8646761775016785,12
0.6965802907943726,0.683269202709198,0.755568265914917,0.0010000000474974513,0.8597275614738464,13
0.7032198309898376,0.7816838622093201,0.7301542162895203,0.0010000000474974513,0.84455806016922,14
0.702505886554718,0.854613184928894,0.7173044085502625,0.0010000000474974513,0.8447262048721313,15
0.6992217898368835,0.7299029231071472,0.7418618202209473,0.0010000000474974513,0.8524259924888611,16
0.7057899832725525,0.6999462842941284,0.7498572468757629,0.0010000000474974513,0.839494526386261,17
0.7052901983261108,0.6720675230026245,0.7501427531242371,0.0010000000474974513,0.8355095386505127,18
0.7073606252670288,0.7336291670799255,0.7541404962539673,0.0010000000474974513,0.8334420323371887,19
0.7098593711853027,0.6786720156669617,0.762135922908783,0.0010000000474974513,0.8301184177398682,20
0.7125722765922546,0.7757115960121155,0.7290120124816895,0.0010000000474974513,0.8215840458869934,21
0.7095023989677429,0.6687731146812439,0.767846941947937,0.0010000000474974513,0.8223170042037964,22
0.709430992603302,0.6633113026618958,0.7598515152931213,0.0010000000474974513,0.8245652318000793,23
0.7162846922874451,0.7251872420310974,0.7558537721633911,0.0010000000474974513,0.8146300315856934,24
