accuracy,val_accuracy,learning_rate,val_loss,loss,epoch
0.6304704546928406,0.6953169703483582,0.0010000000474974513,0.8265009522438049,1.087319016456604,1
0.6954379677772522,0.7435750961303711,0.0010000000474974513,0.6936661601066589,0.8833921551704407,2
0.711715579032898,0.77384352684021,0.0010000000474974513,0.6527050733566284,0.8236812949180603,3
0.7225672602653503,0.797258734703064,0.0010000000474974513,0.5698050260543823,0.7927393913269043,4
0.7367744445800781,0.7995431423187256,0.0010000000474974513,0.5747278928756714,0.7593194246292114,5
0.7347040772438049,0.8132495880126953,0.0010000000474974513,0.5335232615470886,0.7551421523094177,6
0.7445563077926636,0.809537410736084,0.0010000000474974513,0.5394001007080078,0.7324358224868774,7
0.7506247162818909,0.8146772980690002,0.0010000000474974513,0.5319660902023315,0.7246983647346497,8
0.7516955733299255,0.8255282640457153,0.0010000000474974513,0.48046907782554626,0.714195728302002,9
0.7579781413078308,0.8221016526222229,0.0010000000474974513,0.4936702847480774,0.6905801892280579,10
0.7636181712150574,0.8338092565536499,0.0010000000474974513,0.4670253396034241,0.6870586276054382,11
0.761904776096344,0.8309537172317505,0.0010000000474974513,0.4950825870037079,0.6871407628059387,12
0.7609766721725464,0.8360936641693115,0.0010000000474974513,0.4664851725101471,0.6796637177467346,13
0.7671878337860107,0.8360936641693115,0.0010000000474974513,0.46579509973526,0.6798141598701477,14
0.7696865797042847,0.8392347097396851,0.0010000000474974513,0.4586629271507263,0.6616920828819275,15
0.7738987803459167,0.8366647362709045,0.0010000000474974513,0.46963661909103394,0.6536247134208679,16
0.7738987803459167,0.8295260071754456,0.0010000000474974513,0.4676871597766876,0.6501546502113342,17
0.7727564573287964,0.8241004943847656,0.0010000000474974513,0.4873546361923218,0.6504608988761902,18
0.7823231220245361,0.8392347097396851,0.0010000000474974513,0.4452015459537506,0.6331339478492737,19
0.7802527546882629,0.8486579060554504,0.0010000000474974513,0.4304664433002472,0.6356998682022095,20
0.7778967618942261,0.8369503021240234,0.0010000000474974513,0.4830883741378784,0.6267732381820679,21
0.7835367918014526,0.844660222530365,0.0010000000474974513,0.4386313259601593,0.6238925457000732,22
0.7758263945579529,0.8406624794006348,0.0010000000474974513,0.4578103721141815,0.6386229991912842,23
0.7776826024055481,0.8566533327102661,0.0010000000474974513,0.41586798429489136,0.6269649863243103,24
0.7892482280731201,0.8460879325866699,0.0010000000474974513,0.4408779442310333,0.610556960105896,25
0.7867494821548462,0.8540833592414856,0.0010000000474974513,0.41500452160835266,0.6175228953361511,26
0.7881773114204407,0.8515134453773499,0.0010000000474974513,0.424114465713501,0.6168907880783081,27
0.7858213782310486,0.8549400568008423,0.0010000000474974513,0.3978870213031769,0.6272451281547546,28
0.7881059646606445,0.8566533327102661,0.0010000000474974513,0.4247380197048187,0.6096609234809875,29
0.7816805839538574,0.8540833592414856,0.0010000000474974513,0.4207412302494049,0.6162009239196777,30
0.7913186550140381,0.8563677668571472,0.0010000000474974513,0.40165480971336365,0.6056954860687256,31
0.7881059646606445,0.8460879325866699,0.0010000000474974513,0.45199376344680786,0.6073660850524902,32
0.7909616827964783,0.8563677668571472,0.0010000000474974513,0.40410512685775757,0.6078075766563416,33
0.7908902764320374,0.8657909631729126,0.0010000000474974513,0.38753992319107056,0.6011487245559692,34
0.7894623875617981,0.8583666682243347,0.0010000000474974513,0.39012739062309265,0.6066057085990906,35
0.7946740984916687,0.8583666682243347,0.0010000000474974513,0.41166797280311584,0.6007181406021118,36
0.7930320501327515,0.8577955365180969,0.0010000000474974513,0.41341593861579895,0.5993937253952026,37
0.7991718649864197,0.8780696988105774,0.0010000000474974513,0.34735921025276184,0.5863747596740723,38
0.7958877682685852,0.8537978529930115,0.0010000000474974513,0.4179823100566864,0.5948257446289062,39
0.796458899974823,0.8672187328338623,0.0010000000474974513,0.36817309260368347,0.5866819620132446,40
0.7969586849212646,0.8683609366416931,0.0010000000474974513,0.3735203742980957,0.5828312039375305,41
0.801170825958252,0.8552255630493164,0.0010000000474974513,0.41151586174964905,0.5731542706489563,42
0.7961019277572632,0.881781816482544,0.0010000000474974513,0.3505888283252716,0.5948617458343506,43
0.794245719909668,0.8663620948791504,0.0010000000474974513,0.38051337003707886,0.5924209356307983,44
0.8008852601051331,0.8726441860198975,0.0010000000474974513,0.35948023200035095,0.5728188157081604,45
0.7982437610626221,0.8837807178497314,0.0010000000474974513,0.33754125237464905,0.5884062051773071,46
0.8026701211929321,0.8726441860198975,0.0010000000474974513,0.35882624983787537,0.5758108496665955,47
0.8036695718765259,0.8769274950027466,0.0010000000474974513,0.35086748003959656,0.5770671963691711,48
0.8050974607467651,0.8814963102340698,0.0010000000474974513,0.3450506627559662,0.5638056993484497,49
0.7997429966926575,0.8840662240982056,0.0010000000474974513,0.3329969346523285,0.5799157023429871,50
0.8028842806816101,0.8774985671043396,0.0010000000474974513,0.34790292382240295,0.5742197036743164,51
0.7982437610626221,0.8649343252182007,0.0010000000474974513,0.39537161588668823,0.5758020877838135,52
0.8038123846054077,0.8820673823356628,0.0010000000474974513,0.34342527389526367,0.5679532289505005,53
0.8020275831222534,0.8717875480651855,0.0010000000474974513,0.36211830377578735,0.5642161965370178,54
0.798529326915741,0.8617932796478271,0.0010000000474974513,0.42074617743492126,0.5755125284194946,55
0.802955687046051,0.8717875480651855,0.0010000000474974513,0.3716801404953003,0.5659306049346924,56
0.8034554123878479,0.8726441860198975,0.0010000000474974513,0.3608238101005554,0.5767788887023926,57
0.8020275831222534,0.8675042986869812,0.0010000000474974513,0.373263955116272,0.5670009851455688,58
0.8001713156700134,0.874643087387085,0.0010000000474974513,0.36165255308151245,0.5766048431396484,59
0.8043835163116455,0.8840662240982056,0.0010000000474974513,0.32955488562583923,0.5652438402175903,60
0.8090954422950745,0.8800685405731201,0.0010000000474974513,0.34345701336860657,0.5553767681121826,61
0.803384006023407,0.8772130012512207,0.0010000000474974513,0.36658093333244324,0.5614622831344604,62
0.8041693568229675,0.880925178527832,0.0010000000474974513,0.35341963171958923,0.5640886425971985,63
0.8035268187522888,0.8794974088668823,0.0010000000474974513,0.35486727952957153,0.565654456615448,64
0.8105946779251099,0.8735008835792542,0.0010000000474974513,0.365690141916275,0.5476505756378174,65
0.805383026599884,0.8794974088668823,0.0010000000474974513,0.342375785112381,0.5629516243934631,66
0.8049546480178833,0.8774985671043396,0.0010000000474974513,0.3529132604598999,0.5581772923469543,67
0.8075962066650391,0.8732153177261353,0.0010000000474974513,0.3679713010787964,0.5577412247657776,68
0.8049546480178833,0.8877784013748169,0.0010000000474974513,0.3248114287853241,0.563338577747345,69
0.8060255646705627,0.8783552050590515,0.0010000000474974513,0.34568116068840027,0.5628241300582886,70
0.809880793094635,0.8797829747200012,0.0010000000474974513,0.3300224244594574,0.5624430775642395,71
0.8088098764419556,0.8812107443809509,0.0010000000474974513,0.34529054164886475,0.5597680807113647,72
0.8062397241592407,0.8852084279060364,0.0010000000474974513,0.3412257730960846,0.5601164698600769,73
0.8119511604309082,0.8717875480651855,0.0010000000474974513,0.3637181222438812,0.5466365814208984,74
0.8093810081481934,0.8789263367652893,0.0010000000474974513,0.34372541308403015,0.5465996861457825,75
0.8115227818489075,0.8720731139183044,0.0010000000474974513,0.36648717522621155,0.5449874401092529,76
0.8079531788825989,0.880925178527832,0.0010000000474974513,0.34251919388771057,0.5576158761978149,77
0.8085957169532776,0.8772130012512207,0.0010000000474974513,0.3588421046733856,0.5482050776481628,78
0.8060255646705627,0.8829240202903748,0.0010000000474974513,0.3369296193122864,0.5563983917236328,79
0.80766761302948,0.8906339406967163,0.0010000000474974513,0.3375270962715149,0.5520310997962952,80
0.8118084073066711,0.8832095861434937,0.0010000000474974513,0.34208619594573975,0.5372695326805115,81
0.8047404885292053,0.8786407709121704,0.0010000000474974513,0.34823888540267944,0.5518645644187927,82
0.8105233311653137,0.8754997253417969,0.0010000000474974513,0.34827131032943726,0.5497307777404785,83
0.8110230565071106,0.8886350393295288,0.0010000000474974513,0.3214350938796997,0.5462563633918762,84
0.8095952272415161,0.8892061710357666,0.0010000000474974513,0.3325517475605011,0.5490263104438782,85
0.8160205483436584,0.8900628089904785,0.0010000000474974513,0.3106713891029358,0.5379152894020081,86
0.8117370009422302,0.8763563632965088,0.0010000000474974513,0.35326120257377625,0.5379836559295654,87
0.8113800287246704,0.8849229216575623,0.0010000000474974513,0.3332609534263611,0.5494624972343445,88
0.8135932087898254,0.880354106426239,0.0010000000474974513,0.3431803286075592,0.5393440127372742,89
0.8148068785667419,0.8963449597358704,0.0010000000474974513,0.30879926681518555,0.5401942729949951,90
0.8120225667953491,0.8906339406967163,0.0010000000474974513,0.3250707983970642,0.5411393046379089,91
0.814592719078064,0.8892061710357666,0.0010000000474974513,0.3299574553966522,0.5388656258583069,92
0.8107374906539917,0.875214159488678,0.0010000000474974513,0.3713427782058716,0.5417039394378662,93
0.8094524145126343,0.8777841329574585,0.0010000000474974513,0.35198304057121277,0.5404992699623108,94
0.8121653199195862,0.880354106426239,0.0010000000474974513,0.3397393226623535,0.5441988706588745,95
0.8160205483436584,0.8737863898277283,0.0010000000474974513,0.3556579351425171,0.5352513194084167,96
0.8175911903381348,0.892632782459259,0.0010000000474974513,0.31838130950927734,0.535144031047821,97
0.8154494166374207,0.8800685405731201,0.0010000000474974513,0.361311137676239,0.5354381203651428,98
0.8116655945777893,0.8854939937591553,0.0010000000474974513,0.33211737871170044,0.5323612689971924,99
0.8178054094314575,0.8800685405731201,0.0010000000474974513,0.3471309244632721,0.5236026048660278,100
0.8146641254425049,0.8886350393295288,0.0010000000474974513,0.3131134808063507,0.5296317338943481,101
0.8117370009422302,0.8860651254653931,0.0010000000474974513,0.3303799629211426,0.5458105206489563,102
0.8124509453773499,0.8894917368888855,0.0010000000474974513,0.3228614628314972,0.5328248143196106,103
0.817234218120575,0.8786407709121704,0.0010000000474974513,0.35033831000328064,0.5276123881340027,104
0.8143071532249451,0.8766419291496277,0.0010000000474974513,0.3732345402240753,0.5283585786819458,105
0.8159491419792175,0.8763563632965088,0.0010000000474974513,0.35773196816444397,0.5253229737281799,106
0.8223745226860046,0.8943460583686829,0.0005000000237487257,0.30797192454338074,0.5111722946166992,107
0.8211608529090881,0.8949171900749207,0.0005000000237487257,0.2981207072734833,0.5118498802185059,108
0.8224459290504456,0.8943460583686829,0.0005000000237487257,0.302971750497818,0.5104179978370667,109
0.819019079208374,0.8943460583686829,0.0005000000237487257,0.30532288551330566,0.5151567459106445,110
0.8185907006263733,0.8963449597358704,0.0005000000237487257,0.30814871191978455,0.5157049894332886,111
0.8267294764518738,0.8954883217811584,0.0005000000237487257,0.3037644028663635,0.50312739610672,112
0.8288712501525879,0.8977727293968201,0.0005000000237487257,0.297315776348114,0.5025439858436584,113
0.8225173354148865,0.8840662240982056,0.0005000000237487257,0.33248621225357056,0.5088585615158081,114
0.8269436955451965,0.8946316242218018,0.0005000000237487257,0.30341270565986633,0.49886950850486755,115
0.8264439105987549,0.8960593938827515,0.0005000000237487257,0.3045640289783478,0.505596399307251,116
0.8260869383811951,0.8966305255889893,0.0005000000237487257,0.29817110300064087,0.49572232365608215,117
0.8270150423049927,0.8974871635437012,0.0005000000237487257,0.3014857769012451,0.5001361966133118,118
0.8248018622398376,0.8980582356452942,0.0005000000237487257,0.2963343858718872,0.4966280162334442,119
0.8249446749687195,0.8929183483123779,0.0005000000237487257,0.3062419295310974,0.5073311924934387,120
0.8310130834579468,0.892632782459259,0.0005000000237487257,0.3017675578594208,0.48933109641075134,121
0.8297280073165894,0.8943460583686829,0.0005000000237487257,0.3170585036277771,0.49612024426460266,122
0.823731005191803,0.9037692546844482,0.0005000000237487257,0.28971654176712036,0.5031372308731079,123
0.8299421668052673,0.9000571370124817,0.0005000000237487257,0.2976762652397156,0.4879166781902313,124
0.8313700556755066,0.8989149332046509,0.0005000000237487257,0.3032267093658447,0.4940101206302643,125
0.8297280073165894,0.9063392281532288,0.0005000000237487257,0.29202455282211304,0.48826733231544495,126
0.8260155916213989,0.9029126167297363,0.0005000000237487257,0.2891240417957306,0.49840807914733887,127
0.8297280073165894,0.8920616507530212,0.0005000000237487257,0.31326431035995483,0.49492815136909485,128
0.8320125937461853,0.899200439453125,0.0005000000237487257,0.2936989963054657,0.4882798492908478,129
0.8292282223701477,0.8943460583686829,0.0005000000237487257,0.3140759766101837,0.49496304988861084,130
0.8287284970283508,0.9040548205375671,0.0005000000237487257,0.2840682864189148,0.4961879849433899,131
0.8302277326583862,0.9003426432609558,0.0005000000237487257,0.29350799322128296,0.49045389890670776,132
0.8337973952293396,0.9057681560516357,0.0005000000237487257,0.2770361602306366,0.4785630404949188,133
0.8279431462287903,0.9014848470687866,0.0005000000237487257,0.2927301824092865,0.48723748326301575,134
0.8318697810173035,0.9009137749671936,0.0005000000237487257,0.30074721574783325,0.47557732462882996,135
0.8233740329742432,0.8994860053062439,0.0005000000237487257,0.298188716173172,0.4983415901660919,136
0.8286570906639099,0.9026270508766174,0.0005000000237487257,0.29506897926330566,0.48700329661369324,137
0.8300135731697083,0.9057681560516357,0.0005000000237487257,0.27020686864852905,0.4897436797618866,138
0.8290854692459106,0.9060536623001099,0.0005000000237487257,0.2884156405925751,0.4888097643852234,139
0.8300849795341492,0.8957738280296326,0.0005000000237487257,0.3010677397251129,0.4883781969547272,140
0.8262297511100769,0.8963449597358704,0.0005000000237487257,0.2985650897026062,0.5001741647720337,141
0.8268722891807556,0.8989149332046509,0.0005000000237487257,0.2925487458705902,0.5057015419006348,142
0.8319411873817444,0.9020559787750244,0.0005000000237487257,0.2858903110027313,0.48277026414871216,143
0.8272292613983154,0.898629367351532,0.0005000000237487257,0.2923640310764313,0.4954502284526825,144
0.8279431462287903,0.8966305255889893,0.0005000000237487257,0.3037339150905609,0.49535518884658813,145
0.8322981595993042,0.8952027559280396,0.0005000000237487257,0.3058474063873291,0.4920431673526764,146
0.833012044429779,0.8843517899513245,0.0005000000237487257,0.3200486898422241,0.4811255931854248,147
0.8298707604408264,0.8989149332046509,0.0005000000237487257,0.28691089153289795,0.49017417430877686,148
0.8324409127235413,0.9034837484359741,0.0005000000237487257,0.2842860519886017,0.48680436611175537,149
0.83308345079422,0.898629367351532,0.0005000000237487257,0.2983495891094208,0.4749605655670166,150
0.8340829610824585,0.8963449597358704,0.0005000000237487257,0.30670610070228577,0.4826062023639679,151
0.8343685269355774,0.8983438014984131,0.0005000000237487257,0.3123410642147064,0.48428770899772644,152
0.835296630859375,0.9023415446281433,0.0005000000237487257,0.28934434056282043,0.4754084646701813,153
0.8285143375396729,0.9017704129219055,0.0005000000237487257,0.291445791721344,0.49068817496299744,154
0.8268722891807556,0.8997715711593628,0.0002500000118743628,0.2971871495246887,0.4901631772518158,155
0.8372242450714111,0.9003426432609558,0.0002500000118743628,0.30310961604118347,0.46753576397895813,156
0.8351538777351379,0.9026270508766174,0.0002500000118743628,0.29308539628982544,0.47325044870376587,157
0.8357250094413757,0.9037692546844482,0.0002500000118743628,0.2900921106338501,0.4704342484474182,158
0.8390804529190063,0.9071958661079407,9.999999747378752e-06,0.28133293986320496,0.4690922498703003,159
0.8451488614082336,0.9086236357688904,9.999999747378752e-06,0.27586856484413147,0.44033268094062805,160
0.8474334478378296,0.910908043384552,9.999999747378752e-06,0.2643190920352936,0.43483564257621765,161
0.8557149767875671,0.9146202206611633,9.999999747378752e-06,0.24862489104270935,0.4185543656349182,162
0.8508602976799011,0.9194746017456055,9.999999747378752e-06,0.23645202815532684,0.41773444414138794,163
0.8631398677825928,0.9183323979377747,9.999999747378752e-06,0.24302825331687927,0.40339595079421997,164
0.8648532629013062,0.9114791750907898,9.999999747378752e-06,0.260174036026001,0.39182212948799133,165
0.86478191614151,0.9194746017456055,9.999999747378752e-06,0.24467313289642334,0.3911905586719513,166
0.8654958009719849,0.9177612662315369,9.999999747378752e-06,0.23808017373085022,0.3943542242050171,167
0.8679945468902588,0.9231867790222168,4.999999873689376e-06,0.2238669991493225,0.3828933835029602,168
0.8697080016136169,0.9274700284004211,4.999999873689376e-06,0.2203613817691803,0.3813733756542206,169
0.867423415184021,0.9308966398239136,4.999999873689376e-06,0.21691296994686127,0.37637487053871155,170
0.8682801723480225,0.9274700284004211,4.999999873689376e-06,0.21453696489334106,0.3718526363372803,171
0.8738487958908081,0.9223300814628601,4.999999873689376e-06,0.2318844348192215,0.367519736289978,172
