loss,val_accuracy,learning_rate,accuracy,val_loss,epoch
1.0917868614196777,0.7275842428207397,0.0010000000474974513,0.629114031791687,0.7770092487335205,1
0.8826563954353333,0.7609937191009521,0.0010000000474974513,0.6884415149688721,0.6803516149520874,2
0.8162497878074646,0.7661336660385132,0.0010000000474974513,0.7107874751091003,0.6976503729820251,3
0.7879695892333984,0.7815533876419067,0.0010000000474974513,0.7224245071411133,0.6415408253669739,4
0.7613937854766846,0.7932609915733337,0.0010000000474974513,0.7362747192382812,0.5946653485298157,5
0.7393014430999756,0.8098229765892029,0.0010000000474974513,0.7399871349334717,0.5673666596412659,6
0.719983696937561,0.7921187877655029,0.0010000000474974513,0.7477689981460571,0.6089922785758972,7
0.7194135189056396,0.8135350942611694,0.0010000000474974513,0.7444134950637817,0.5337605476379395,8
0.7023949027061462,0.8072530031204224,0.0010000000474974513,0.7515528202056885,0.555860161781311,9
0.6845020651817322,0.8198172450065613,0.0010000000474974513,0.7599057555198669,0.5211154818534851,10
0.6815693974494934,0.8241004943847656,0.0010000000474974513,0.7624759078025818,0.505586564540863,11
0.671044111251831,0.8280982375144958,0.0010000000474974513,0.7647604942321777,0.49594780802726746,12
0.6673780083656311,0.8203883767127991,0.0010000000474974513,0.7641893625259399,0.4916359484195709,13
0.6569576263427734,0.8306682109832764,0.0010000000474974513,0.7720425724983215,0.49514371156692505,14
0.6510457992553711,0.8343803286552429,0.0010000000474974513,0.7746126651763916,0.47678428888320923,15
0.6540899276733398,0.8312392830848694,0.0010000000474974513,0.7659027576446533,0.48256251215934753,16
0.6456828117370605,0.8343803286552429,0.0010000000474974513,0.7744699120521545,0.4711669981479645,17
0.641647458076477,0.8275271058082581,0.0010000000474974513,0.7731134295463562,0.4840170741081238,18
0.6315882802009583,0.840091347694397,0.0010000000474974513,0.7788248658180237,0.4484243392944336,19
0.6411633491516113,0.8346658945083618,0.0010000000474974513,0.7727564573287964,0.4837200939655304,20
0.6282899975776672,0.8418046832084656,0.0010000000474974513,0.782465934753418,0.46765410900115967,21
0.618029773235321,0.8223872184753418,0.0010000000474974513,0.7816091775894165,0.5041068196296692,22
0.6435585021972656,0.8389491438865662,0.0010000000474974513,0.7721139192581177,0.4636974632740021,23
0.6197322607040405,0.8458024263381958,0.0010000000474974513,0.7834653854370117,0.430331826210022,24
0.6163144111633301,0.8409480452537537,0.0010000000474974513,0.7816091775894165,0.4523625373840332,25
0.6163014769554138,0.8389491438865662,0.0010000000474974513,0.7845363020896912,0.46121177077293396,26
0.613025426864624,0.8383780717849731,0.0010000000474974513,0.7836081981658936,0.4528762698173523,27
0.6107765436172485,0.8432324528694153,0.0010000000474974513,0.7863925099372864,0.44187113642692566,28
0.5891761779785156,0.8520845174789429,0.0010000000474974513,0.7943885326385498,0.4280645549297333,29
0.6060200333595276,0.8466590642929077,0.0010000000474974513,0.7866780757904053,0.440381795167923,30
0.592568576335907,0.8489434719085693,0.0010000000474974513,0.7912472486495972,0.43392565846443176,31
0.5983353853225708,0.8435180187225342,0.0010000000474974513,0.7868208885192871,0.43740832805633545,32
0.5918477177619934,0.8423758149147034,0.0010000000474974513,0.7910330295562744,0.4453313946723938,33
0.594863772392273,0.8498001098632812,0.0010000000474974513,0.7912472486495972,0.4311155676841736,34
0.598956286907196,0.8506567478179932,0.0010000000474974513,0.7921753525733948,0.42794355750083923,35
0.5939272046089172,0.8500856757164001,0.0010000000474974513,0.7892482280731201,0.43148747086524963,36
0.5914922952651978,0.8563677668571472,0.0010000000474974513,0.7921753525733948,0.42209699749946594,37
0.5818039178848267,0.8523700833320618,0.0010000000474974513,0.7929606437683105,0.43710756301879883,38
0.5731508731842041,0.8586521744728088,0.0010000000474974513,0.8004569411277771,0.4034085273742676,39
0.5757794380187988,0.8509423136711121,0.0010000000474974513,0.798743486404419,0.4427277743816376,40
0.5828543305397034,0.8455168604850769,0.0010000000474974513,0.7953166365623474,0.4325192868709564,41
0.5768077969551086,0.8443746566772461,0.0010000000474974513,0.7951738238334656,0.4423271119594574,42
0.5786811113357544,0.8380925059318542,0.0010000000474974513,0.7968872785568237,0.46805089712142944,43
0.5713582634925842,0.8677898049354553,0.0010000000474974513,0.7984579205513,0.39609917998313904,44
0.5806439518928528,0.8483723402023315,0.0010000000474974513,0.7951738238334656,0.429751992225647,45
0.5719403028488159,0.8478012681007385,0.0010000000474974513,0.798743486404419,0.4388458728790283,46
0.5787925124168396,0.8549400568008423,0.0010000000474974513,0.8019561767578125,0.4198049008846283,47
0.5733425617218018,0.8492290377616882,0.0010000000474974513,0.7996715903282166,0.4279443621635437,48
0.5723060369491577,0.8489434719085693,0.0010000000474974513,0.7983151078224182,0.41956964135169983,49
0.5586478114128113,0.8597943782806396,0.0010000000474974513,0.8046690821647644,0.41052207350730896,50
0.5672905445098877,0.8509423136711121,0.0010000000474974513,0.8041693568229675,0.4348093867301941,51
0.5669580698013306,0.8612221479415894,0.0010000000474974513,0.8020989298820496,0.3998406231403351,52
0.5584443807601929,0.8632209897041321,0.0010000000474974513,0.8028842806816101,0.40387168526649475,53
0.5633930563926697,0.8555111289024353,0.0010000000474974513,0.8039551377296448,0.4339127242565155,54
0.5669679045677185,0.8689320683479309,0.0010000000474974513,0.800956666469574,0.3970794379711151,55
0.5604524612426758,0.8609365820884705,0.0010000000474974513,0.8012422323226929,0.4079301655292511,56
0.5460101366043091,0.862935483455658,0.0010000000474974513,0.8081673383712769,0.4053976237773895,57
0.5609322190284729,0.863506555557251,0.0010000000474974513,0.803169846534729,0.4019283652305603,58
0.544927716255188,0.850371241569519,0.0010000000474974513,0.8098093867301941,0.45984816551208496,59
0.5495047569274902,0.8675042986869812,0.0010000000474974513,0.8050974607467651,0.39024117588996887,60
0.5536893010139465,0.8589377403259277,0.0010000000474974513,0.8063825368881226,0.4152710437774658,61
0.5541212558746338,0.8572244644165039,0.0010000000474974513,0.8093096017837524,0.4160574674606323,62
0.5559068918228149,0.8563677668571472,0.0010000000474974513,0.8043835163116455,0.4143856167793274,63
0.548866331577301,0.8646487593650818,0.0010000000474974513,0.8119511604309082,0.39876267313957214,64
