epoch,accuracy,loss,val_accuracy,val_loss
0,0.7052872180938721,0.8404828906059265,0.7418618202209473,0.7486282587051392
1,0.7306625247001648,0.7756879925727844,0.7567104697227478,0.7282770872116089
2,0.7324575781822205,0.7619401812553406,0.7607081532478333,0.6938450336456299
3,0.736374020576477,0.7444989681243896,0.7681325078010559,0.6782347559928894
4,0.7512238621711731,0.7201308012008667,0.778031587600708,0.6481993198394775
5,0.7513870596885681,0.7068964838981628,0.775937557220459,0.6494691371917725
6,0.7557114958763123,0.6869421601295471,0.7799353003501892,0.6429975032806396
7,0.763789176940918,0.6748399138450623,0.7923091650009155,0.6036251783370972
8,0.7685215473175049,0.6609406471252441,0.781648576259613,0.656551718711853
9,0.7693374752998352,0.6502683758735657,0.7974490523338318,0.5897636413574219
10,0.7745593786239624,0.6428103446960449,0.7989720106124878,0.5926146507263184
11,0.7821475267410278,0.6284672617912292,0.8004949688911438,0.5896244049072266
12,0.7859007716178894,0.6225644946098328,0.8084903955459595,0.557145893573761
13,0.7856560349464417,0.6140381097793579,0.8122977614402771,0.5380895137786865
14,0.7860639691352844,0.6146154999732971,0.8138206601142883,0.521303653717041
15,0.7845137119293213,0.6159059405326843,0.8199124336242676,0.5367797613143921
16,0.7929177284240723,0.5958242416381836,0.8225775957107544,0.5176652073860168
17,0.7934073209762573,0.5921818017959595,0.8216257095336914,0.5233798623085022
18,0.7972421646118164,0.592156708240509,0.826956033706665,0.5158318877220154
19,0.7961814403533936,0.5755525231361389,0.8178184032440186,0.5496620535850525
20,0.8009138107299805,0.5707826018333435,0.8288596868515015,0.496865451335907
21,0.8035247921943665,0.5645531415939331,0.8225775957107544,0.5198617577552795
22,0.8053198456764221,0.558410108089447,0.8199124336242676,0.5304804444313049
23,0.8088283538818359,0.5589799880981445,0.8282886147499084,0.493362694978714
24,0.8089914917945862,0.5520481467247009,0.8273367881774902,0.5233954191207886
25,0.8113576769828796,0.5476752519607544,0.8282886147499084,0.5069604516029358
26,0.81217360496521,0.5476852059364319,0.8389491438865662,0.47537562251091003
27,0.8053198456764221,0.5485144853591919,0.843708336353302,0.4607444405555725
28,0.81282639503479,0.5408959984779358,0.8324766755104065,0.49298810958862305
29,0.8157637119293213,0.5363775491714478,0.8374262452125549,0.4806368052959442
30,0.8176403641700745,0.5260958075523376,0.8475157022476196,0.4571613371372223
31,0.8191090226173401,0.5239192247390747,0.843137264251709,0.46299606561660767
32,0.8240861892700195,0.5061671137809753,0.839520275592804,0.47888463735580444
33,0.8231886625289917,0.5025806427001953,0.8477060794830322,0.4502463936805725
34,0.8256364464759827,0.5143539905548096,0.8425661325454712,0.4733388125896454
35,0.8230254650115967,0.5140440464019775,0.846754252910614,0.44361844658851624
36,0.8262075781822205,0.5084096789360046,0.8555111289024353,0.4285159111022949
37,0.8243309259414673,0.5070748925209045,0.8583666682243347,0.415948748588562
38,0.8248205184936523,0.49557173252105713,0.8616029024124146,0.4053754210472107
39,0.8249021172523499,0.4995686113834381,0.8509423136711121,0.43094560503959656
40,0.8250652551651001,0.48755285143852234,0.8604606986045837,0.41597408056259155
41,0.8293896913528442,0.48782020807266235,0.8577955365180969,0.43444859981536865
42,0.8286553621292114,0.487785667181015,0.8610317707061768,0.4044468402862549
43,0.8347747921943665,0.47726017236709595,0.8568437099456787,0.42206722497940063
44,0.8357539176940918,0.4728904664516449,0.8589377403259277,0.4274919629096985
45,0.8352643847465515,0.47656095027923584,0.8616029024124146,0.40675023198127747
46,0.8386096358299255,0.47171294689178467,0.8589377403259277,0.429172158241272
47,0.8404862880706787,0.46614786982536316,0.863506555557251,0.4029214084148407
48,0.840975821018219,0.459883451461792,0.8638873100280762,0.4035026431083679
49,0.8448923230171204,0.45381373167037964,0.869217574596405,0.3919045925140381
50,0.8427708745002747,0.4575139880180359,0.8690271973609924,0.38495326042175293
51,0.8455450534820557,0.4428223669528961,0.8646487593650818,0.3930879235267639
52,0.8430972695350647,0.4490208625793457,0.868646502494812,0.3829704821109772
53,0.8453002572059631,0.44981884956359863,0.8699790835380554,0.3887299597263336
54,0.8475848436355591,0.43078458309173584,0.8715019822120667,0.38267624378204346
55,0.8438315987586975,0.44585534930229187,0.8690271973609924,0.4052811563014984
