loss,accuracy,val_loss,val_accuracy,learning_rate,epoch
1.320294737815857,0.5622552037239075,1.1177338361740112,0.6257376670837402,0.0010000000474974513,1
1.1552391052246094,0.596524178981781,1.1185673475265503,0.6179326176643372,0.0010000000474974513,2
1.1073191165924072,0.6158615946769714,1.050626516342163,0.6354464292526245,0.0010000000474974513,3
1.0825889110565186,0.6220626831054688,1.0261814594268799,0.6464877128601074,0.0010000000474974513,4
1.0663427114486694,0.627774178981781,0.9786118268966675,0.6596230864524841,0.0010000000474974513,5
1.0540361404418945,0.6319353580474854,0.998394250869751,0.662859320640564,0.0010000000474974513,6
1.027856469154358,0.6418080925941467,1.018330454826355,0.651818037033081,0.0010000000474974513,7
1.0333184003829956,0.633730411529541,1.0729864835739136,0.6329716444015503,0.0010000000474974513,8
1.0223886966705322,0.638952374458313,0.941277801990509,0.6695221662521362,0.0010000000474974513,9
1.0257073640823364,0.6432767510414124,1.004279375076294,0.6560060977935791,0.0010000000474974513,10
0.9966657161712646,0.6515992283821106,0.9241393208503723,0.6752331852912903,0.0010000000474974513,11
0.995259165763855,0.650130569934845,0.893902063369751,0.6887493133544922,0.0010000000474974513,12
0.9846585988998413,0.6597585082054138,0.9533882141113281,0.6858937740325928,0.0010000000474974513,13
0.9784334897994995,0.6581266522407532,0.9456673860549927,0.6739006042480469,0.0010000000474974513,14
0.9708484411239624,0.6607375741004944,0.9228852987289429,0.6771368980407715,0.0010000000474974513,15
0.9796286225318909,0.6547813415527344,0.8996036648750305,0.6954121589660645,0.0010000000474974513,16
0.9748660326004028,0.6602480411529541,0.9611271023750305,0.6727584004402161,0.0010000000474974513,17
0.9608650803565979,0.6648988127708435,0.8982830047607422,0.6957928538322449,0.0010000000474974513,18
0.9517930746078491,0.6718342304229736,0.9291214346885681,0.683228611946106,0.0010000000474974513,19
0.9614304304122925,0.664980411529541,0.9617266058921814,0.6719969511032104,0.0010000000474974513,20
0.9570912718772888,0.6693048477172852,0.8733630180358887,0.6906529664993286,0.0010000000474974513,21
0.9556865692138672,0.665306806564331,0.9340035915374756,0.6655244827270508,0.0010000000474974513,22
0.9408974647521973,0.6733844876289368,0.8972702622413635,0.6845611929893494,0.0010000000474974513,23
0.9300482869148254,0.669875979423523,0.9723382592201233,0.6588615775108337,0.0010000000474974513,24
