val_accuracy,learning_rate,val_loss,accuracy,loss,epoch
0.6329716444015503,0.0010000000474974513,1.0352739095687866,0.5837141275405884,1.2350661754608154,1
0.6839901208877563,0.0010000000474974513,0.8928229808807373,0.6291612386703491,1.0576168298721313,2
0.6588615775108337,0.0010000000474974513,0.9521625638008118,0.6481723189353943,1.011130928993225,3
0.7043594121932983,0.0010000000474974513,0.8223339319229126,0.6578818559646606,0.9776533246040344,4
0.7193984389305115,0.0010000000474974513,0.8138508796691895,0.6635933518409729,0.9490460157394409,5
0.6927469968795776,0.0010000000474974513,0.854773759841919,0.667754590511322,0.9362499713897705,6
0.6735199093818665,0.0010000000474974513,0.907943606376648,0.6706919074058533,0.930853009223938,7
0.7416714429855347,0.0010000000474974513,0.732803463935852,0.6804014444351196,0.9052138924598694,8
0.7304397225379944,0.0010000000474974513,0.7531771063804626,0.6841546893119812,0.89561927318573,9
0.7450980544090271,0.0010000000474974513,0.7309005856513977,0.687663197517395,0.8865039348602295,10
0.7173044085502625,0.0010000000474974513,0.7899965643882751,0.6922323703765869,0.8812125325202942,11
0.7460498809814453,0.0010000000474974513,0.7238507270812988,0.6969647407531738,0.8666537404060364,12
0.7351989150047302,0.0010000000474974513,0.7565059065818787,0.7003916501998901,0.856237530708313,13
0.7456691265106201,0.0010000000474974513,0.730410635471344,0.6995757222175598,0.8621746301651001,14
0.7536645531654358,0.0010000000474974513,0.6816033720970154,0.7004732489585876,0.8566014766693115,15
0.7513801455497742,0.0010000000474974513,0.7184013724327087,0.6954960823059082,0.8655778169631958,16
0.7544260621070862,0.0010000000474974513,0.6983694434165955,0.7036553621292114,0.8354783654212952,17
0.7687035799026489,0.0010000000474974513,0.6573200225830078,0.7040632963180542,0.8421472311019897,18
0.7477631568908691,0.0010000000474974513,0.7047955393791199,0.7003100514411926,0.8534751534461975,19
0.755568265914917,0.0010000000474974513,0.6931898593902588,0.709856390953064,0.8335867524147034,20
0.735770046710968,0.0010000000474974513,0.7558243870735168,0.7141808271408081,0.8139739036560059,21
0.7574719190597534,0.0010000000474974513,0.6955482959747314,0.709856390953064,0.8333179354667664,22
0.750428318977356,0.0010000000474974513,0.717036247253418,0.7034921646118164,0.8312363028526306,23
0.7645155191421509,0.0010000000474974513,0.6779019236564636,0.7123857736587524,0.8119388222694397,24
0.7711783647537231,0.0010000000474974513,0.6457288861274719,0.7123041749000549,0.8242307305335999,25
0.7494764924049377,0.0010000000474974513,0.6947588920593262,0.7123041749000549,0.8192027807235718,26
0.7563297152519226,0.0010000000474974513,0.6999348402023315,0.7087141275405884,0.8236744403839111,27
0.7730820775032043,0.0010000000474974513,0.6474640369415283,0.7153230905532837,0.8106434345245361,28
0.7386255264282227,0.0010000000474974513,0.7407479286193848,0.7132017016410828,0.8149489164352417,29
0.7677517533302307,0.0010000000474974513,0.675376296043396,0.7171181440353394,0.8111887574195862,30
0.737293004989624,0.0010000000474974513,0.7615406513214111,0.7186684012413025,0.7924463748931885,31
0.7534741759300232,0.0010000000474974513,0.6871603727340698,0.7240535020828247,0.7938268780708313,32
0.7527127265930176,0.0010000000474974513,0.6943854093551636,0.7106723189353943,0.8079015016555786,33
0.7669903039932251,0.0010000000474974513,0.6693400144577026,0.72503262758255,0.7927551865577698,34
0.7766990065574646,0.0010000000474974513,0.6453841924667358,0.7172813415527344,0.8095386624336243,35
0.7637540698051453,0.0010000000474974513,0.6595972180366516,0.710019588470459,0.8029565811157227,36
0.7734627723693848,0.0010000000474974513,0.637017011642456,0.7197291254997253,0.7961239218711853,37
0.7641347646713257,0.0010000000474974513,0.6660760045051575,0.71842360496521,0.7958130836486816,38
0.7669903039932251,0.0010000000474974513,0.6653061509132385,0.7214425802230835,0.7938698530197144,39
0.775937557220459,0.0010000000474974513,0.6329956650733948,0.72503262758255,0.7862327098846436,40
0.7683228850364685,0.0010000000474974513,0.658717691898346,0.7247062921524048,0.798334002494812,41
0.7765086889266968,0.0010000000474974513,0.6404868960380554,0.7196475267410278,0.7806745767593384,42
0.7652769684791565,0.0010000000474974513,0.6726733446121216,0.7196475267410278,0.7907741069793701,43
0.7757471799850464,0.0010000000474974513,0.6319773197174072,0.7204634547233582,0.7909994721412659,44
0.7643251419067383,0.0010000000474974513,0.6814122200012207,0.7269908785820007,0.7735354900360107,45
0.7637540698051453,0.0010000000474974513,0.6620510816574097,0.7207082509994507,0.7960907220840454,46
0.7877403497695923,0.0010000000474974513,0.6128599047660828,0.7271540760993958,0.7746989727020264,47
0.7747953534126282,0.0010000000474974513,0.6424715518951416,0.7163838148117065,0.7965842485427856,48
0.7694650888442993,0.0010000000474974513,0.6496723294258118,0.7251142263412476,0.7868545651435852,49
0.778031587600708,0.0010000000474974513,0.6577341556549072,0.7206266522407532,0.7843621373176575,50
0.7709879875183105,0.0010000000474974513,0.6692720055580139,0.727806806564331,0.773073136806488,51
0.770797610282898,0.0010000000474974513,0.6828321218490601,0.7256853580474854,0.7740330100059509,52
0.7746049761772156,0.0010000000474974513,0.6404379606246948,0.7253590226173401,0.7766674160957336,53
0.772320568561554,0.0010000000474974513,0.6523909568786621,0.7280515432357788,0.7724488377571106,54
0.7839329838752747,0.0010000000474974513,0.6102556586265564,0.7294386625289917,0.7676618695259094,55
0.775366485118866,0.0010000000474974513,0.638002872467041,0.7269092798233032,0.7689175605773926,56
0.7500475645065308,0.0010000000474974513,0.6979032158851624,0.7296833992004395,0.768739640712738,57
0.7755568027496338,0.0010000000474974513,0.663491427898407,0.7254406213760376,0.7821714282035828,58
0.7721301913261414,0.0010000000474974513,0.6434786319732666,0.7255222201347351,0.7757188081741333,59
0.7717494964599609,0.0010000000474974513,0.6343891620635986,0.7340078353881836,0.7651562690734863,60
0.7702265381813049,0.0010000000474974513,0.6808009147644043,0.7358028888702393,0.7649369835853577,61
0.7702265381813049,0.0010000000474974513,0.6334282159805298,0.7347421646118164,0.7516798973083496,62
0.7858366370201111,0.0010000000474974513,0.6084374189376831,0.7251142263412476,0.7601564526557922,63
0.7789834141731262,0.0010000000474974513,0.6245643496513367,0.7252774238586426,0.7824469804763794,64
0.7700361609458923,0.0010000000474974513,0.6618515253067017,0.7301729917526245,0.7624795436859131,65
0.775937557220459,0.0010000000474974513,0.6528127789497375,0.7286227345466614,0.7674729228019714,66
0.7841233611106873,0.0010000000474974513,0.6399544477462769,0.7320495843887329,0.7675559520721436,67
0.7763183116912842,0.0010000000474974513,0.6506798267364502,0.7349869608879089,0.7505923509597778,68
0.7620407342910767,0.0010000000474974513,0.6740880012512207,0.7308257222175598,0.7646145820617676,69
0.7827907800674438,0.0010000000474974513,0.6261876821517944,0.7273988127708435,0.763231635093689,70
0.775366485118866,0.0010000000474974513,0.6519994735717773,0.7263381481170654,0.7742570638656616,71
0.775937557220459,0.0010000000474974513,0.6346170902252197,0.730091392993927,0.7579357028007507,72
0.775366485118866,0.0010000000474974513,0.6601243019104004,0.7313152551651001,0.7607840299606323,73
0.7719398736953735,0.0010000000474974513,0.6888739466667175,0.7366188168525696,0.7465397715568542,74
0.7806967496871948,0.0010000000474974513,0.6262553930282593,0.7310705184936523,0.7704353928565979,75
0.7814581990242004,0.0010000000474974513,0.6288067698478699,0.7361292243003845,0.7571815252304077,76
0.7888825535774231,0.0010000000474974513,0.6095301508903503,0.7314784526824951,0.7547941207885742,77
0.7732723951339722,0.0010000000474974513,0.6673384308815002,0.7344157695770264,0.7509016394615173,78
0.7763183116912842,0.0010000000474974513,0.6337699890136719,0.7337630391120911,0.7586186528205872,79
0.7907862067222595,0.0005000000237487257,0.5981403589248657,0.7456755638122559,0.7260321378707886,80
0.7666095495223999,0.0005000000237487257,0.6693626046180725,0.7481233477592468,0.7204788327217102,81
0.7907862067222595,0.0005000000237487257,0.6196164488792419,0.7436357736587524,0.7242271304130554,82
0.7879307270050049,0.0005000000237487257,0.620093584060669,0.7454308271408081,0.721423327922821,83
0.7858366370201111,0.0005000000237487257,0.616947591304779,0.747552216053009,0.712239146232605,84
0.7890729308128357,0.0005000000237487257,0.609708309173584,0.7455939650535583,0.7275719046592712,85
0.7787930965423584,0.0005000000237487257,0.6365826725959778,0.7439621686935425,0.71463942527771,86
0.7746049761772156,0.0005000000237487257,0.640388011932373,0.7416775226593018,0.7248117923736572,87
0.7865981459617615,0.0005000000237487257,0.6135671138763428,0.74371737241745,0.7250922918319702,88
0.7936417460441589,0.0005000000237487257,0.5928067564964294,0.7442885041236877,0.7202966809272766,89
0.794212818145752,0.0005000000237487257,0.5962093472480774,0.7451860308647156,0.7199320793151855,90
0.7934513688087463,0.0005000000237487257,0.5992931723594666,0.7455124258995056,0.7153282165527344,91
0.7875499725341797,0.0005000000237487257,0.6178126335144043,0.7460019588470459,0.717627763748169,92
0.7924995422363281,0.0005000000237487257,0.6050340533256531,0.7471442818641663,0.7178469300270081,93
0.7907862067222595,0.0005000000237487257,0.6055058836936951,0.7457571625709534,0.7287699580192566,94
0.7923091650009155,0.0005000000237487257,0.5986344814300537,0.744941234588623,0.7240158319473267,95
0.7949743270874023,0.0005000000237487257,0.5864288806915283,0.7482049465179443,0.7254529595375061,96
0.7841233611106873,0.0005000000237487257,0.6101318001747131,0.7460835576057434,0.7249138951301575,97
0.7881210446357727,0.0005000000237487257,0.6032452583312988,0.7427382469177246,0.7224795818328857,98
0.7858366370201111,0.0005000000237487257,0.6288827061653137,0.7491840720176697,0.7094421982765198,99
0.7982105612754822,0.0005000000237487257,0.5724727511405945,0.7428198456764221,0.7302771806716919,100
0.7896440029144287,0.0005000000237487257,0.6070141792297363,0.7497552037239075,0.710523247718811,101
0.796306848526001,0.0005000000237487257,0.5849428772926331,0.75,0.717766284942627,102
0.8044926524162292,0.0005000000237487257,0.5625671148300171,0.7432277798652649,0.7203912734985352,103
0.7987816333770752,0.0005000000237487257,0.5804057717323303,0.7485313415527344,0.7113745212554932,104
0.7858366370201111,0.0005000000237487257,0.6034070253372192,0.7452676296234131,0.731381356716156,105
0.7991623878479004,0.0005000000237487257,0.5686215162277222,0.7455939650535583,0.7115620970726013,106
0.8001142144203186,0.0005000000237487257,0.5747770667076111,0.7451044321060181,0.7147335410118103,107
0.8004949688911438,0.0005000000237487257,0.5776793360710144,0.7473074197769165,0.7182841897010803,108
0.7926899194717407,0.0005000000237487257,0.5934550166130066,0.7513870596885681,0.7075684666633606,109
0.7961165308952332,0.0005000000237487257,0.6005235314369202,0.7497552037239075,0.709152102470398,110
0.7909765839576721,0.0005000000237487257,0.6128339171409607,0.7464914917945862,0.706264317035675,111
0.795735776424408,0.0005000000237487257,0.5946905612945557,0.7455124258995056,0.7143545746803284,112
0.8006853461265564,0.0005000000237487257,0.5777479410171509,0.752284586429596,0.7028284072875977,113
0.7900247573852539,0.0005000000237487257,0.6017763614654541,0.7450228333473206,0.7212737798690796,114
0.7951646447181702,0.0005000000237487257,0.5867917537689209,0.7445333003997803,0.7168921828269958,115
0.7909765839576721,0.0005000000237487257,0.619199812412262,0.7474706172943115,0.7159509062767029,116
0.7898343801498413,0.0005000000237487257,0.609242856502533,0.7473074197769165,0.7164697647094727,117
0.8031600713729858,0.0005000000237487257,0.5561121106147766,0.747552216053009,0.7056211233139038,118
0.7940224409103394,0.0005000000237487257,0.596549391746521,0.7489392757415771,0.7087498903274536,119
0.7989720106124878,0.0005000000237487257,0.5766497850418091,0.74967360496521,0.7077875137329102,120
0.8052541613578796,0.0005000000237487257,0.5529021620750427,0.7473074197769165,0.7056182622909546,121
0.7896440029144287,0.0005000000237487257,0.6055065989494324,0.7464098930358887,0.7236301302909851,122
0.7921187877655029,0.0005000000237487257,0.5999603867530823,0.7470626831054688,0.7112895846366882,123
0.7964972257614136,0.0005000000237487257,0.5905558466911316,0.7495104670524597,0.706060528755188,124
0.7940224409103394,0.0005000000237487257,0.5864214897155762,0.750163197517395,0.7113224267959595,125
0.795735776424408,0.0005000000237487257,0.5879818797111511,0.7539164423942566,0.6920647025108337,126
0.7900247573852539,0.0005000000237487257,0.5918703079223633,0.747715413570404,0.706311047077179,127
