file,path,input_h,input_w,batch,steps,lat_ms_p50,lat_ms_p95,lat_ms_mean,fps_p50,fps_p95,fps_mean,model_key,preprocess_embutido
best_inceptionv3_finetune.keras,/home/leo/Documentos/mestrado/DeepWeeds-Mobile/models/best_inceptionv3_finetune.keras,299,299,1,200,131.127,135.959,136.893,7.63,7.36,7.3,inceptionv3,0
