file,path,input_h,input_w,batch,steps,lat_ms_p50,lat_ms_p95,lat_ms_mean,fps_p50,fps_p95,fps_mean,model_key,preprocess_embutido
best_mobilenetv3small_finetune.keras,/home/leo/Documentos/mestrado/DeepWeeds-Mobile/models/best_mobilenetv3small_finetune.keras,224,224,1,200,61.955,64.412,63.71,16.14,15.53,15.7,mobilenetv3small,1
