accuracy,val_loss,val_accuracy,learning_rate,loss,epoch
0.620897114276886,0.7891592383384705,0.7329831123352051,0.0010000000474974513,1.106024146080017,1
0.6946919560432434,0.7521705031394958,0.7398355603218079,0.0010000000474974513,0.8728938698768616,2
0.7090853452682495,0.6353383660316467,0.7768387198448181,0.0010000000474974513,0.8262501955032349,3
0.7239357233047485,0.6242481470108032,0.7775239944458008,0.0010000000474974513,0.7868722081184387,4
0.7356637120246887,0.6397817134857178,0.7772955894470215,0.0010000000474974513,0.7544481158256531,5
0.7428984642028809,0.6370848417282104,0.7814070582389832,0.0010000000474974513,0.7351199984550476,6
0.7497525215148926,0.5809800028800964,0.798766553401947,0.0010000000474974513,0.7208267450332642,7
0.7516564130783081,0.5614261627197266,0.7983097434043884,0.0010000000474974513,0.7118194699287415,8
0.7549310922622681,0.5979804396629333,0.7850616574287415,0.0010000000474974513,0.6961212754249573,9
0.7574442028999329,0.5453751683235168,0.8126998543739319,0.0010000000474974513,0.6935115456581116,10
0.7615566253662109,0.5842505693435669,0.7992233633995056,0.0010000000474974513,0.6749884486198425,11
0.7654405832290649,0.53867506980896,0.8126998543739319,0.0010000000474974513,0.6741208434104919,12
0.7640697360038757,0.5244929194450378,0.8142987489700317,0.0010000000474974513,0.6662534475326538,13
0.7648313045501709,0.4987258315086365,0.824349045753479,0.0010000000474974513,0.671130895614624,14
0.7657451629638672,0.516171395778656,0.8174965977668762,0.0010000000474974513,0.6566712856292725,15
0.7735130786895752,0.4985003173351288,0.8241205811500549,0.0010000000474974513,0.6538569927215576,16
0.7663544416427612,0.48898065090179443,0.8229785561561584,0.0010000000474974513,0.657418429851532,17
0.7767115831375122,0.4956900179386139,0.8252626657485962,0.0010000000474974513,0.6325600743293762,18
0.7731322646141052,0.4721817970275879,0.8378254771232605,0.0010000000474974513,0.6395748257637024,19
0.7780823707580566,0.4742903411388397,0.8353129029273987,0.0010000000474974513,0.6380459070205688,20
0.7793008685112,0.4817849099636078,0.8318867087364197,0.0010000000474974513,0.6373294591903687,21
0.7822709679603577,0.4405009150505066,0.8437643051147461,0.0010000000474974513,0.6230289340019226,22
0.7761784791946411,0.50881028175354,0.8275468349456787,0.0010000000474974513,0.6367118954658508,23
0.7813571095466614,0.46502774953842163,0.8366833925247192,0.0010000000474974513,0.6187281608581543,24
0.7820425033569336,0.4498116970062256,0.8396528363227844,0.0010000000474974513,0.6175650358200073,25
0.7885918617248535,0.5229530334472656,0.8195523023605347,0.0010000000474974513,0.6026960015296936,26
0.7844794988632202,0.46748441457748413,0.831201434135437,0.0010000000474974513,0.6220289468765259,27
0.7849364280700684,0.4360077977180481,0.8455916047096252,0.0010000000474974513,0.601725697517395,28
0.7888965010643005,0.45085281133651733,0.8412517309188843,0.0010000000474974513,0.601247251033783,29
0.7906481027603149,0.45991307497024536,0.8343992829322815,0.0010000000474974513,0.5957090854644775,30
0.7887442111968994,0.46357887983322144,0.8389675617218018,0.0010000000474974513,0.594001054763794,31
0.7853933572769165,0.4433630108833313,0.8458200097084045,0.0010000000474974513,0.6052742600440979,32
0.7919427156448364,0.4484180808067322,0.8439927101135254,0.0010000000474974513,0.5911034345626831,33
0.7948366403579712,0.4620054066181183,0.8407948613166809,0.0010000000474974513,0.5906357765197754,34
0.7923996448516846,0.4461553692817688,0.8405664563179016,0.0010000000474974513,0.5913981199264526,35
0.7934658527374268,0.4483066499233246,0.8439927101135254,0.0010000000474974513,0.5954656600952148,36
0.7949128150939941,0.4487382173538208,0.847875714302063,0.0010000000474974513,0.5776147842407227,37
0.7917904257774353,0.44779860973358154,0.844449520111084,0.0010000000474974513,0.5969743728637695,38
0.7927042841911316,0.47997233271598816,0.831201434135437,0.0010000000474974513,0.5866737365722656,39
0.7974259257316589,0.4330800175666809,0.8503882884979248,0.0010000000474974513,0.5827628970146179,40
0.8069453835487366,0.4551413059234619,0.8382823467254639,0.0010000000474974513,0.5619698762893677,41
0.7985682487487793,0.4520217776298523,0.8474189043045044,0.0010000000474974513,0.575359046459198,42
0.793846607208252,0.4441453516483307,0.8455916047096252,0.0010000000474974513,0.586759090423584,43
0.7937704920768738,0.4487791955471039,0.8451347351074219,0.0010000000474974513,0.5833234190940857,44
0.7945320010185242,0.44226351380348206,0.8462768197059631,0.0010000000474974513,0.5801151394844055,45
0.7988728880882263,0.4257529079914093,0.8462768197059631,0.0010000000474974513,0.574540913105011,46
0.7998629212379456,0.4048055112361908,0.8565555214881897,0.0010000000474974513,0.5719335079193115,47
0.7968928217887878,0.4314481317996979,0.8494746685028076,0.0010000000474974513,0.5710023045539856,48
0.7962074279785156,0.4412021040916443,0.845363199710846,0.0010000000474974513,0.5794300436973572,49
0.7991013526916504,0.42539140582084656,0.8467336893081665,0.0010000000474974513,0.5651628375053406,50
0.8024522066116333,0.4338642954826355,0.8492462038993835,0.0010000000474974513,0.5629287362098694,51
0.8061838150024414,0.4498615860939026,0.845363199710846,0.0010000000474974513,0.5663900971412659,52
0.7963597774505615,0.42900601029396057,0.8506166934967041,0.0010000000474974513,0.5775579810142517,53
0.7987967133522034,0.4259089231491089,0.8508451581001282,0.0010000000474974513,0.5695054531097412,54
0.8070977330207825,0.4538302719593048,0.8421653509140015,0.0010000000474974513,0.5541656017303467,55
0.8016906380653381,0.4299471974372864,0.8476473093032837,0.0010000000474974513,0.5613074898719788,56
0.8066407442092896,0.45762577652931213,0.8433074355125427,0.0010000000474974513,0.5509017705917358,57
0.8023760318756104,0.4407554566860199,0.845363199710846,0.0010000000474974513,0.5689157247543335,58
0.801842987537384,0.4260409474372864,0.8538145422935486,0.0010000000474974513,0.5604921579360962,59
0.8048892021179199,0.43727627396583557,0.847875714302063,0.0010000000474974513,0.5561869740486145,60
0.8070977330207825,0.4361582398414612,0.844449520111084,0.0010000000474974513,0.5550453066825867,61
0.8110578060150146,0.46637001633644104,0.8346276879310608,0.0010000000474974513,0.5485650897026062,62
0.8076307773590088,0.41886818408966064,0.8556418418884277,0.0010000000474974513,0.5544176697731018,63
0.8135709166526794,0.40079641342163086,0.8606669902801514,0.0005000000237487257,0.5347450375556946,64
0.8132663369178772,0.3926173448562622,0.8604385852813721,0.0005000000237487257,0.534087598323822,65
0.8169217705726624,0.405754953622818,0.8599817156791687,0.0005000000237487257,0.5204688906669617,66
0.8093823790550232,0.40939027070999146,0.857697606086731,0.0005000000237487257,0.5366541743278503,67
0.8216434121131897,0.42066511511802673,0.8544997572898865,0.0005000000237487257,0.5165837407112122,68
0.8107531666755676,0.41087937355041504,0.8540429472923279,0.0005000000237487257,0.5305601954460144,69
0.8170741200447083,0.4282514452934265,0.8510735630989075,0.0005000000237487257,0.5213223695755005,70
0.8205010890960693,0.4072180390357971,0.8595249056816101,0.0005000000237487257,0.5151017904281616,71
0.8192064762115479,0.38609784841537476,0.8627226948738098,0.0005000000237487257,0.515961766242981,72
0.819054126739502,0.4025014638900757,0.8604385852813721,0.0005000000237487257,0.5105562806129456,73
0.8189018368721008,0.39520618319511414,0.8652352690696716,0.0005000000237487257,0.5095863938331604,74
0.8187495470046997,0.4005735218524933,0.8629510998725891,0.0005000000237487257,0.51837557554245,75
0.8185210824012756,0.4007701277732849,0.8631795048713684,0.0005000000237487257,0.5220699906349182,76
0.8198156952857971,0.38560864329338074,0.8661489486694336,0.0005000000237487257,0.5197135806083679,77
0.8202726244926453,0.4088380038738251,0.8586112260818481,0.0005000000237487257,0.5131059288978577,78
0.8207295536994934,0.3963991105556488,0.8654636740684509,0.0005000000237487257,0.5142549276351929,79
0.8221765160560608,0.37684446573257446,0.8739150166511536,0.0005000000237487257,0.5050289034843445,80
0.8156271576881409,0.384250670671463,0.8668341636657715,0.0005000000237487257,0.5155365467071533,81
0.8207295536994934,0.4058845043182373,0.8608953952789307,0.0005000000237487257,0.51174396276474,82
0.8202726244926453,0.3992958068847656,0.8631795048713684,0.0005000000237487257,0.5152080655097961,83
0.8191303014755249,0.3971301019191742,0.8668341636657715,0.0005000000237487257,0.5135204195976257,84
0.8251466155052185,0.38843560218811035,0.8675194382667542,0.0005000000237487257,0.5111739635467529,85
0.8200441598892212,0.3863479793071747,0.8670625686645508,0.0005000000237487257,0.5159490704536438,86
0.8244612216949463,0.38368451595306396,0.8679762482643127,0.0005000000237487257,0.5016009211540222,87
0.8290305137634277,0.39236515760421753,0.8631795048713684,0.0005000000237487257,0.4994746744632721,88
0.8250704407691956,0.4083692729473114,0.8583828210830688,0.0005000000237487257,0.507371187210083,89
0.8197395205497742,0.3875829875469208,0.8629510998725891,0.0005000000237487257,0.5046111941337585,90
