val_loss,accuracy,val_accuracy,learning_rate,loss,epoch
0.8417631387710571,0.6304666996002197,0.7127355933189392,0.0010000000474974513,1.0949605703353882,1
0.7316999435424805,0.6845626831054688,0.7498572468757629,0.0010000000474974513,0.8904528617858887,2
0.6173040866851807,0.7060215473175049,0.7902151346206665,0.0010000000474974513,0.8350789546966553,3
0.6327617764472961,0.7211161851882935,0.7846944332122803,0.0010000000474974513,0.7963562607765198,4
0.5760778188705444,0.7298465967178345,0.7989720106124878,0.0010000000474974513,0.766628086566925,5
0.5414223670959473,0.7348237633705139,0.8098229765892029,0.0010000000474974513,0.7593733668327332,6
0.530656635761261,0.7415959239006042,0.8134399652481079,0.0010000000474974513,0.7369219660758972,7
0.5733022093772888,0.7457571625709534,0.8001142144203186,0.0010000000474974513,0.7200433611869812,8
0.5512658357620239,0.7545691728591919,0.802969753742218,0.0010000000474974513,0.7050750851631165,9
0.5292066335678101,0.7468178868293762,0.8143917918205261,0.0010000000474974513,0.7065207362174988,10
0.4934612810611725,0.761014997959137,0.8307633996009827,0.0010000000474974513,0.6829477548599243,11
0.5904543399810791,0.7602806687355042,0.7904055118560791,0.0010000000474974513,0.6818398833274841,12
0.49821990728378296,0.7667264938354492,0.8267656564712524,0.0010000000474974513,0.6617361903190613,13
0.5477561354637146,0.7689294815063477,0.8071578145027161,0.0010000000474974513,0.6637563109397888,14
0.5071106553077698,0.7622389197349548,0.8220064640045166,0.0010000000474974513,0.6668869853019714,15
0.5234581232070923,0.7678688168525696,0.8204835057258606,0.0010000000474974513,0.6613754034042358,16
0.4864990711212158,0.7764360308647156,0.8298115134239197,0.0010000000474974513,0.6437473297119141,17
0.4769738018512726,0.770071804523468,0.8311440944671631,0.0010000000474974513,0.6568099856376648,18
0.46873223781585693,0.7759464979171753,0.8364744186401367,0.0010000000474974513,0.6398065090179443,19
0.4782053530216217,0.7741514444351196,0.8311440944671631,0.0010000000474974513,0.6420584321022034,20
0.48493853211402893,0.7779862880706787,0.8260042071342468,0.0010000000474974513,0.63495934009552,21
0.46244704723358154,0.7787206172943115,0.8406624794006348,0.0010000000474974513,0.6361702680587769,22
0.5078288316726685,0.7764360308647156,0.826956033706665,0.0010000000474974513,0.6284778714179993,23
0.4848172664642334,0.778475821018219,0.8414239287376404,0.0010000000474974513,0.6300978064537048,24
0.46550074219703674,0.7862271666526794,0.8362840414047241,0.0010000000474974513,0.6133332252502441,25
0.45931899547576904,0.7842689156532288,0.8368551135063171,0.0010000000474974513,0.6182370185852051,26
0.447557270526886,0.7845953106880188,0.8425661325454712,0.0010000000474974513,0.6133185625076294,27
0.454509437084198,0.7851664423942566,0.8421854376792908,0.0010000000474974513,0.609856128692627,28
0.4458341896533966,0.7887565493583679,0.8496097326278687,0.0010000000474974513,0.6073322892189026,29
0.47076866030693054,0.7926729917526245,0.8391395211219788,0.0010000000474974513,0.5883563160896301,30
0.4797586500644684,0.7872878313064575,0.8355225324630737,0.0010000000474974513,0.6058053970336914,31
