loss,val_accuracy,val_loss,accuracy,learning_rate,epoch
1.1245673894882202,0.7217358350753784,0.7891175150871277,0.6180646419525146,0.0010000000474974513,1
0.8933084607124329,0.7312523722648621,0.7666430473327637,0.6834203600883484,0.0010000000474974513,2
0.8335644006729126,0.7594214081764221,0.6749343276023865,0.709693193435669,0.0010000000474974513,3
0.7927894592285156,0.7837837934494019,0.618536114692688,0.7211161851882935,0.0010000000474974513,4
0.7701923847198486,0.7845451235771179,0.6094975471496582,0.7311521172523499,0.0010000000474974513,5
0.756139874458313,0.8073848485946655,0.5719687342643738,0.736047625541687,0.0010000000474974513,6
0.7283709049224854,0.8085268139839172,0.5675001740455627,0.7451860308647156,0.0010000000474974513,7
0.730852484703064,0.7997716069221497,0.5641151070594788,0.7425750494003296,0.0010000000474974513,8
0.7092535495758057,0.8161400556564331,0.5390773415565491,0.7515502572059631,0.0010000000474974513,9
0.6973764896392822,0.8081461787223816,0.5553438663482666,0.7512238621711731,0.0010000000474974513,10
0.6914323568344116,0.8188047409057617,0.5353634357452393,0.759056806564331,0.0010000000474974513,11
0.6876983046531677,0.8184240460395813,0.5233503580093384,0.761341392993927,0.0010000000474974513,12
0.6802541613578796,0.8180434107780457,0.5180636048316956,0.7580776810646057,0.0010000000474974513,13
0.6580241322517395,0.8191853761672974,0.5108922719955444,0.7681135535240173,0.0010000000474974513,14
0.6696622967720032,0.8233726620674133,0.49444302916526794,0.7632995843887329,0.0010000000474974513,15
0.6567051410675049,0.8275599479675293,0.5041417479515076,0.7701534032821655,0.0010000000474974513,16
0.6510668992996216,0.8374571800231934,0.5025726556777954,0.7731723189353943,0.0010000000474974513,17
0.6579796075820923,0.8081461787223816,0.5351651906967163,0.7715404629707336,0.0010000000474974513,18
0.6562635898590088,0.8271793127059937,0.5029833912849426,0.7719484567642212,0.0010000000474974513,19
0.6278574466705322,0.833650529384613,0.49269697070121765,0.7778230905532837,0.0010000000474974513,20
0.6302573084831238,0.8321279287338257,0.47732922434806824,0.7788838148117065,0.0010000000474974513,21
0.6318138837814331,0.8233726620674133,0.5097928047180176,0.778639018535614,0.0010000000474974513,22
0.6322901844978333,0.8279406428337097,0.5013025999069214,0.7739882469177246,0.0010000000474974513,23
0.62498539686203,0.8275599479675293,0.4886380136013031,0.778802216053009,0.0010000000474974513,24
0.6246097087860107,0.8184240460395813,0.5244778394699097,0.7854928374290466,0.0010000000474974513,25
0.6247881650924683,0.8416444659233093,0.4674230217933655,0.7862271666526794,0.0010000000474974513,26
0.608827531337738,0.8279406428337097,0.5210675001144409,0.7859007716178894,0.0010000000474974513,27
0.6144890785217285,0.842786431312561,0.4613460898399353,0.7851664423942566,0.0010000000474974513,28
0.6050025224685669,0.8431671261787415,0.453046977519989,0.7907147407531738,0.0010000000474974513,29
0.6023885011672974,0.851922333240509,0.436952143907547,0.7917754650115967,0.0010000000474974513,30
0.6029726266860962,0.842025101184845,0.4734269976615906,0.7894092798233032,0.0010000000474974513,31
0.5986059308052063,0.8313665986061096,0.5046147704124451,0.786308765411377,0.0010000000474974513,32
0.593716561794281,0.8347925543785095,0.4530295431613922,0.7881853580474854,0.0010000000474974513,33
0.6087552309036255,0.8347925543785095,0.4700602889060974,0.7852480411529541,0.0010000000474974513,34
0.601369321346283,0.8446897864341736,0.45171159505844116,0.7906331419944763,0.0010000000474974513,35
0.5847704410552979,0.828701913356781,0.49253764748573303,0.7984660863876343,0.0010000000474974513,36
0.5912299156188965,0.8424057960510254,0.44488394260406494,0.7944680452346802,0.0010000000474974513,37
0.5937470197677612,0.8477350473403931,0.44497764110565186,0.7936521172523499,0.0010000000474974513,38
0.5899693965911865,0.8477350473403931,0.45887795090675354,0.7911227345466614,0.0010000000474974513,39
0.5795491933822632,0.8435477614402771,0.4749300479888916,0.7938152551651001,0.0010000000474974513,40
0.5951195955276489,0.851922333240509,0.43439507484436035,0.7923465967178345,0.0010000000474974513,41
0.5800571441650391,0.846973717212677,0.44968700408935547,0.7947127819061279,0.0010000000474974513,42
0.58778315782547,0.8484963774681091,0.4422597289085388,0.7916938662528992,0.0010000000474974513,43
0.5811614394187927,0.8572516441345215,0.43362957239151,0.7965078353881836,0.0010000000474974513,44
0.5710545778274536,0.8458317518234253,0.4415925443172455,0.7974869608879089,0.0010000000474974513,45
0.5733444094657898,0.8385991454124451,0.4885667860507965,0.7986292243003845,0.0010000000474974513,46
0.5783215165138245,0.851922333240509,0.44281822443008423,0.8016481995582581,0.0010000000474974513,47
0.5807427167892456,0.8564903140068054,0.42434456944465637,0.7972421646118164,0.0010000000474974513,48
0.5754669904708862,0.8637228608131409,0.4001326858997345,0.7972421646118164,0.0010000000474974513,49
0.5731148719787598,0.837837815284729,0.4541792571544647,0.7998531460762024,0.0010000000474974513,50
0.5747561454772949,0.8279406428337097,0.4891692101955414,0.7983844876289368,0.0010000000474974513,51
0.5836067199707031,0.8450704216957092,0.4503406286239624,0.7974053621292114,0.0010000000474974513,52
0.5644721388816833,0.8439284563064575,0.45036184787750244,0.8044223189353943,0.0010000000474974513,53
0.5605514049530029,0.8446897864341736,0.4452424645423889,0.8067885041236877,0.0010000000474974513,54
0.5654459595680237,0.8534449934959412,0.42762333154678345,0.8040143847465515,0.0010000000474974513,55
0.5614106059074402,0.8526836633682251,0.43392595648765564,0.8050750494003296,0.0010000000474974513,56
0.5750781893730164,0.8405025005340576,0.4617511034011841,0.7981396913528442,0.0010000000474974513,57
0.543178379535675,0.8443090915679932,0.4509641230106354,0.8108681440353394,0.0010000000474974513,58
0.5572260618209839,0.8465930819511414,0.43414583802223206,0.8048303127288818,0.0010000000474974513,59
0.5681446194648743,0.8500190377235413,0.44235578179359436,0.803769588470459,0.0010000000474974513,60
0.5540810823440552,0.8526836633682251,0.4324405789375305,0.8051566481590271,0.0010000000474974513,61
0.5539117455482483,0.8389798402786255,0.46505507826805115,0.809725821018219,0.0010000000474974513,62
0.5506856441497803,0.842786431312561,0.4474046528339386,0.8052382469177246,0.0010000000474974513,63
0.5547078847885132,0.8515416979789734,0.42762383818626404,0.8067885041236877,0.0010000000474974513,64
0.5521723628044128,0.8443090915679932,0.43581992387771606,0.8056462407112122,0.0010000000474974513,65
0.5319758653640747,0.8625808954238892,0.3990299701690674,0.8143766522407532,0.0005000000237487257,66
0.5170681476593018,0.8644841909408569,0.3971230685710907,0.8142950534820557,0.0005000000237487257,67
0.5346006155014038,0.8496383428573608,0.42313486337661743,0.8095626831054688,0.0005000000237487257,68
0.5219548940658569,0.8496383428573608,0.42435479164123535,0.8207408785820007,0.0005000000237487257,69
0.5211823582649231,0.8622002005577087,0.3960377871990204,0.8180482983589172,0.0005000000237487257,70
0.515626847743988,0.8545869588851929,0.42481356859207153,0.8182114958763123,0.0005000000237487257,71
0.5193821787834167,0.8530643582344055,0.4188729524612427,0.8239229917526245,0.0005000000237487257,72
0.5150449872016907,0.8618195652961731,0.4103500545024872,0.8153557181358337,0.0005000000237487257,73
0.514166533946991,0.8583936095237732,0.4220622181892395,0.8202512860298157,0.0005000000237487257,74
0.5228009819984436,0.8591549396514893,0.4156225621700287,0.8191906213760376,0.0005000000237487257,75
0.5161628723144531,0.8629615306854248,0.414298415184021,0.8159269094467163,0.0005000000237487257,76
0.508358359336853,0.8542063236236572,0.4240398406982422,0.8207408785820007,0.0005000000237487257,77
0.5127217173576355,0.8618195652961731,0.4146656394004822,0.8204960823059082,0.0005000000237487257,78
0.500313937664032,0.8568709492683411,0.40670713782310486,0.821556806564331,0.0005000000237487257,79
0.5114770531654358,0.8644841909408569,0.39778652787208557,0.8262075781822205,0.0005000000237487257,80
0.5124856233596802,0.8656262159347534,0.39578977227211,0.8226990699768066,0.0005000000237487257,81
0.5186343193054199,0.865245521068573,0.39380180835723877,0.8189458250999451,0.0005000000237487257,82
0.5072686076164246,0.8618195652961731,0.4036227762699127,0.8233518004417419,0.0005000000237487257,83
0.5094801187515259,0.865245521068573,0.4011857211589813,0.8189458250999451,0.0005000000237487257,84
0.5135603547096252,0.8633422255516052,0.40110692381858826,0.8162532448768616,0.0005000000237487257,85
0.5069907307624817,0.8641035556793213,0.3903501033782959,0.8182930946350098,0.0005000000237487257,86
0.5130845904350281,0.8644841909408569,0.40660566091537476,0.8203328847885132,0.0005000000237487257,87
0.49863260984420776,0.8682908415794373,0.38091516494750977,0.8232702612876892,0.0005000000237487257,88
0.5103551149368286,0.8663874864578247,0.39311209321022034,0.8207408785820007,0.0005000000237487257,89
0.5105563998222351,0.8644841909408569,0.39242830872535706,0.8190274238586426,0.0005000000237487257,90
0.508760392665863,0.8614389300346375,0.40785276889801025,0.8218015432357788,0.0005000000237487257,91
0.5023401379585266,0.8679101467132568,0.39064180850982666,0.8253100514411926,0.0005000000237487257,92
0.49939191341400146,0.8644841909408569,0.39437970519065857,0.8256364464759827,0.0005000000237487257,93
0.5074462294578552,0.8629615306854248,0.40169641375541687,0.8243309259414673,0.0005000000237487257,94
0.5027708411216736,0.8583936095237732,0.4033992290496826,0.8231886625289917,0.0005000000237487257,95
0.5014943480491638,0.8682908415794373,0.3911401331424713,0.8211488127708435,0.0005000000237487257,96
0.5000180602073669,0.8606775999069214,0.4134490489959717,0.8237597942352295,0.0005000000237487257,97
0.5045796036720276,0.8629615306854248,0.4134892225265503,0.8219647407531738,0.0005000000237487257,98
0.5046467185020447,0.8591549396514893,0.4148573875427246,0.8214752078056335,0.0005000000237487257,99
0.5056123733520508,0.8648648858070374,0.3836808502674103,0.8226990699768066,0.0005000000237487257,100
0.48990070819854736,0.8599162697792053,0.4120482802391052,0.8260443806648254,0.0005000000237487257,101
0.5051607489585876,0.8580129146575928,0.40945833921432495,0.8251468539237976,0.0005000000237487257,102
0.49583178758621216,0.865245521068573,0.40775272250175476,0.8255548477172852,0.0005000000237487257,103
0.5023830533027649,0.8648648858070374,0.38870105147361755,0.8288185596466064,0.0005000000237487257,104
0.49302616715431213,0.8724781274795532,0.37487417459487915,0.8272683024406433,0.0002500000118743628,105
