learning_rate,val_loss,val_accuracy,loss,accuracy,epoch
0.0010000000474974513,0.8606314063072205,0.7087932825088501,1.103242039680481,0.6256527304649353,1
0.0010000000474974513,0.7457614541053772,0.734678328037262,0.8932220339775085,0.6945169568061829,2
0.0010000000474974513,0.6870567798614502,0.75789874792099,0.8393100500106812,0.7043080925941467,3
0.0010000000474974513,0.6599598526954651,0.7716025710105896,0.8001500368118286,0.7198107242584229,4
0.0010000000474974513,0.6537699103355408,0.7872097492218018,0.7679203748703003,0.7303361892700195,5
0.0010000000474974513,0.6415216326713562,0.7837837934494019,0.7517567276954651,0.7393929362297058,6
0.0010000000474974513,0.6121404767036438,0.785306453704834,0.7443010807037354,0.7413511872291565,7
0.0010000000474974513,0.6062858700752258,0.8001522421836853,0.720414936542511,0.7478786110877991,8
0.0010000000474974513,0.6080940365791321,0.7891130447387695,0.6977129578590393,0.7566906213760376,9
0.0010000000474974513,0.6215189099311829,0.7940616607666016,0.702771782875061,0.7548955678939819,10
0.0010000000474974513,0.5373981595039368,0.8149980902671814,0.6841302514076233,0.7598727345466614,11
0.0010000000474974513,0.5727664232254028,0.8085268139839172,0.6763102412223816,0.7634627819061279,12
0.0010000000474974513,0.6040827035903931,0.8062428832054138,0.6643314361572266,0.7640339136123657,13
0.0010000000474974513,0.5342726707458496,0.8256566524505615,0.657997727394104,0.772193193435669,14
0.0010000000474974513,0.5534939765930176,0.8218500018119812,0.6612012386322021,0.7719484567642212,15
0.0010000000474974513,0.52549809217453,0.828701913356781,0.6552407145500183,0.7720300555229187,16
0.0010000000474974513,0.569264829158783,0.8066235184669495,0.6513753533363342,0.7757017016410828,17
0.0010000000474974513,0.49171242117881775,0.8363152146339417,0.6418986916542053,0.7757017016410828,18
0.0010000000474974513,0.52841717004776,0.8256566524505615,0.6428156495094299,0.7817395329475403,19
0.0010000000474974513,0.5026167035102844,0.8260372877120972,0.6382538676261902,0.7756201028823853,20
0.0010000000474974513,0.5139860510826111,0.8279406428337097,0.6150097250938416,0.7863903641700745,21
0.0010000000474974513,0.5608380436897278,0.8119527697563171,0.6227839589118958,0.7788838148117065,22
0.0010000000474974513,0.48357462882995605,0.837837815284729,0.6250900030136108,0.7825554609298706,23
0.0010000000474974513,0.5143918991088867,0.8207080364227295,0.6208686232566833,0.7849216461181641,24
0.0010000000474974513,0.4758564233779907,0.8347925543785095,0.6043782234191895,0.7886749505996704,25
0.0010000000474974513,0.4944598972797394,0.8317472338676453,0.6172443628311157,0.7834529876708984,26
0.0010000000474974513,0.5047105550765991,0.8283212780952454,0.6123294830322266,0.7877774238586426,27
0.0010000000474974513,0.5393630266189575,0.8233726620674133,0.5972590446472168,0.7908779382705688,28
0.0010000000474974513,0.4699838161468506,0.8416444659233093,0.6053910851478577,0.7861455678939819,29
0.0010000000474974513,0.4897797405719757,0.8302245736122131,0.5970178246498108,0.7920202612876892,30
0.0010000000474974513,0.4728119671344757,0.8401218056678772,0.6009451150894165,0.7916938662528992,31
0.0010000000474974513,0.4716268479824066,0.8309859037399292,0.5940046310424805,0.7935705184936523,32
0.0010000000474974513,0.4918600916862488,0.8393604755401611,0.603619396686554,0.7839425802230835,33
0.0010000000474974513,0.47190728783607483,0.8393604755401611,0.593766987323761,0.7952839136123657,34
0.0010000000474974513,0.47027742862701416,0.8408831357955933,0.5848017334938049,0.7931625247001648,35
0.0010000000474974513,0.4287358522415161,0.8583936095237732,0.5909931659698486,0.7980580925941467,36
0.0010000000474974513,0.4682713449001312,0.8424057960510254,0.5836066603660583,0.7977316975593567,37
0.0010000000474974513,0.44345009326934814,0.8496383428573608,0.5849561095237732,0.7973237633705139,38
0.0010000000474974513,0.434996098279953,0.8507803678512573,0.5853628516197205,0.7949575781822205,39
0.0010000000474974513,0.45628002285957336,0.8443090915679932,0.5929124355316162,0.7929993271827698,40
0.0010000000474974513,0.5079333186149597,0.8248953223228455,0.5817683339118958,0.7962630391120911,41
0.0010000000474974513,0.4377916157245636,0.846973717212677,0.5715449452400208,0.7992004156112671,42
