accuracy,loss,val_accuracy,val_loss
0.7111368775367737,0.8342320322990417,0.7357142567634583,0.7230383157730103
0.8078708052635193,0.5524830222129822,0.7814285755157471,0.6242403388023376
0.8435659408569336,0.4589502215385437,0.7885714173316956,0.587946891784668
0.8655184507369995,0.38668492436408997,0.7871428728103638,0.6215813755989075
0.8893449902534485,0.3287513554096222,0.8171428442001343,0.5429874658584595
0.9030876159667969,0.28292518854141235,0.8100000023841858,0.5758814811706543
0.9129037857055664,0.25162509083747864,0.8071428537368774,0.5808154940605164
0.9330715537071228,0.20309820771217346,0.808571457862854,0.5941367745399475
0.9395859241485596,0.1742732673883438,0.808571457862854,0.5858919620513916
0.9490451812744141,0.1553598940372467,0.8299999833106995,0.6238872408866882
0.9573442935943604,0.1319829374551773,0.8128571510314941,0.6358323693275452
0.9668927192687988,0.10619718581438065,0.822857141494751,0.6831672787666321
0.9749241471290588,0.0892617329955101,0.8142856955528259,0.7074756622314453
0.9718008041381836,0.08879830688238144,0.8014285564422607,0.7375580668449402
0.9782259464263916,0.07114899158477783,0.8014285564422607,0.7661677002906799
0.9804568886756897,0.06461630761623383,0.7971428632736206,0.8023139238357544
0.9791183471679688,0.0663486048579216,0.8014285564422607,0.8364965915679932
0.9896484017372131,0.041513632982969284,0.8114285469055176,0.7942590117454529
0.9931286573410034,0.028708724305033684,0.8171428442001343,0.7831392884254456
0.9929502010345459,0.028848234564065933,0.8100000023841858,0.8493049740791321
0.9733178615570068,0.08102207630872726,0.8057143092155457,0.9841676354408264
0.9873282313346863,0.04375283420085907,0.795714259147644,0.9120053648948669
0.9914331436157227,0.02845560759305954,0.8157142996788025,1.0066649913787842
0.993574857711792,0.024874122813344002,0.822857141494751,0.9039630889892578
0.998393714427948,0.011181099340319633,0.808571457862854,0.915427565574646
0.9895591735839844,0.030858146026730537,0.8014285564422607,0.9649813175201416
0.9795645475387573,0.05764078348875046,0.8214285969734192,0.9472205638885498
0.9960735440254211,0.014715701341629028,0.8114285469055176,0.9606747627258301
0.991611659526825,0.026924943551421165,0.8128571510314941,0.9299030303955078
0.9985721707344055,0.005490215960890055,0.8157142996788025,1.004899024963379
0.998661458492279,0.0028516182210296392,0.8171428442001343,0.9973605871200562
0.9991968870162964,0.0017610628856346011,0.8114285469055176,1.0278306007385254
0.9991075992584229,0.0014067520387470722,0.8114285469055176,1.0402675867080688
0.9990183711051941,0.0012182536302134395,0.8185714483261108,1.0384387969970703
0.9984829425811768,0.001098000444471836,0.8157142996788025,1.0427862405776978
0.9987506866455078,0.0011309926630929112,0.8157142996788025,1.0426894426345825
0.998661458492279,0.0008295490988530219,0.8100000023841858,1.0452024936676025
0.9984829425811768,0.0007651158375665545,0.808571457862854,1.0809749364852905
0.9277172684669495,0.2291741669178009,0.8142856955528259,1.077359676361084
0.9823309183120728,0.04301160201430321,0.8171428442001343,1.0328658819198608
0.9955381155014038,0.011527148075401783,0.8185714483261108,1.0213797092437744
0.9977690577507019,0.0033203684724867344,0.8071428537368774,1.0338969230651855
0.9975906014442444,0.002116346498951316,0.8128571510314941,1.060201644897461
0.9979475140571594,0.0016488074325025082,0.8114285469055176,1.0375398397445679
0.9978582859039307,0.0014791209250688553,0.8042857050895691,1.0927973985671997
0.9975906014442444,0.0013032311107963324,0.8157142996788025,1.096388578414917
0.9978582859039307,0.00108552526216954,0.8171428442001343,1.0879682302474976
0.9977690577507019,0.0009853836381807923,0.8114285469055176,1.109641432762146
0.9976798295974731,0.0008679633028805256,0.8157142996788025,1.1023006439208984
0.9976798295974731,0.0008230783860199153,0.8171428442001343,1.1301629543304443
0.9971444010734558,0.0008599116699770093,0.8157142996788025,1.1819616556167603
0.9415491819381714,0.21116268634796143,0.7685714364051819,1.4113469123840332
0.9864358305931091,0.03571860492229462,0.8014285564422607,1.1271237134933472
0.9963412284851074,0.009064418263733387,0.8257142901420593,1.0918093919754028
0.9974120855331421,0.0031513681169599295,0.822857141494751,1.1487199068069458
0.9978582859039307,0.001598120667040348,0.8214285969734192,1.1762535572052002
0.9979475140571594,0.0011321413330733776,0.8185714483261108,1.1952762603759766
0.9977690577507019,0.0009979931637644768,0.8257142901420593,1.184706211090088
0.9975013136863708,0.0008176131523214281,0.8242856860160828,1.199698805809021
0.9973228573799133,0.0007310863584280014,0.8285714387893677,1.1918443441390991
0.9974120855331421,0.0006499343435280025,0.8257142901420593,1.2219045162200928
0.9975013136863708,0.0005661039613187313,0.8214285969734192,1.2370651960372925
0.9972336292266846,0.0005226806388236582,0.8171428442001343,1.2326018810272217
0.9971444010734558,0.00044581739348359406,0.8257142901420593,1.223770022392273
0.9969658851623535,0.0004125466803088784,0.822857141494751,1.2398631572723389
0.9969658851623535,0.00036972895031794906,0.8214285969734192,1.2574350833892822
0.9968766570091248,0.00033144475310109556,0.8271428346633911,1.2328755855560303
0.9966982007026672,0.0003125406219623983,0.8199999928474426,1.2920397520065308
0.9966982007026672,0.0002700798795558512,0.8257142901420593,1.2670786380767822
0.9962520003318787,0.00022259542311076075,0.8242856860160828,1.2902222871780396
0.996787428855896,0.00020302973280195147,0.8199999928474426,1.2940497398376465
0.9485989809036255,0.19398900866508484,0.8014285564422607,1.2673354148864746
0.9817954897880554,0.045075055211782455,0.8100000023841858,1.32980215549469
0.9949134588241577,0.009769550524652004,0.8185714483261108,1.2807958126068115
0.9974120855331421,0.0018049727659672499,0.8199999928474426,1.2610541582107544
0.9975906014442444,0.0008826528210192919,0.8142856955528259,1.26996648311615
0.9972336292266846,0.0006822514114901423,0.8171428442001343,1.2882179021835327
0.9969658851623535,0.000585197180043906,0.8199999928474426,1.2933894395828247
0.996787428855896,0.0005069217877462506,0.8171428442001343,1.3166875839233398
0.9965197443962097,0.0004453127912711352,0.822857141494751,1.3165937662124634
0.996787428855896,0.0004010240954812616,0.8171428442001343,1.3272192478179932
0.9965197443962097,0.0003688140423037112,0.8157142996788025,1.3358545303344727
0.9965197443962097,0.0003273655893281102,0.8199999928474426,1.3362793922424316
0.9964304566383362,0.0002843904367182404,0.8100000023841858,1.360672950744629
0.9961627721786499,0.00025662066764198244,0.8157142996788025,1.3479572534561157
0.9959843158721924,0.00023586369934491813,0.8142856955528259,1.353767991065979
0.9958057999610901,0.00020517328812275082,0.808571457862854,1.3656432628631592
0.9957165718078613,0.00018524655024521053,0.8128571510314941,1.3771765232086182
0.9955381155014038,0.00016392205725423992,0.8100000023841858,1.3676416873931885
0.9955381155014038,0.00015520483430009335,0.8171428442001343,1.39616060256958
0.9470819234848022,0.1992158144712448,0.7842857241630554,1.4972801208496094
0.9898268580436707,0.015058344230055809,0.8057143092155457,1.3254749774932861
0.9926825165748596,0.007076036650687456,0.8214285969734192,1.3191442489624023
0.9943780303001404,0.0013586472487077117,0.8242856860160828,1.3075908422470093
0.9941995143890381,0.0005854842602275312,0.8214285969734192,1.3333241939544678
0.9943780303001404,0.00038814666913822293,0.8199999928474426,1.3520679473876953
0.9944672584533691,0.0003230600559618324,0.8214285969734192,1.3635317087173462
0.9940210580825806,0.0002897817175835371,0.8214285969734192,1.35793137550354
0.9939318299293518,0.0002583666646387428,0.8242856860160828,1.3619223833084106
0.993842601776123,0.00023500077077187598,0.822857141494751,1.3748770952224731
0.993842601776123,0.0002117738185916096,0.8242856860160828,1.3789973258972168
0.9937533736228943,0.0001943539537023753,0.8171428442001343,1.3972102403640747
0.9937533736228943,0.00017861303058452904,0.8199999928474426,1.3976733684539795
0.9937533736228943,0.0001594292843947187,0.822857141494751,1.3999497890472412
0.993574857711792,0.00014514272334054112,0.8242856860160828,1.4163731336593628
0.993217945098877,0.00013439950998872519,0.8199999928474426,1.419460654258728
0.9933964014053345,0.00011894068302353844,0.8171428442001343,1.409690260887146
0.9933071732521057,0.00011067460582125932,0.8214285969734192,1.422722339630127
0.9930394291877747,9.938329458236694e-05,0.8214285969734192,1.432165265083313
0.9929502010345459,8.826957491692156e-05,0.822857141494751,1.4437123537063599
0.9931286573410034,8.19434062577784e-05,0.8214285969734192,1.4600629806518555
0.9927717447280884,7.453186117345467e-05,0.8185714483261108,1.4634599685668945
0.9931286573410034,6.665247929049656e-05,0.8242856860160828,1.46173095703125
0.9771550893783569,0.07972310483455658,0.7599999904632568,1.8347361087799072
0.955559492111206,0.12412621825933456,0.8114285469055176,1.388551950454712
0.9849187731742859,0.021838458254933357,0.8171428442001343,1.4465560913085938
0.9934856295585632,0.005174367222934961,0.822857141494751,1.3760911226272583
0.9949134588241577,0.0009507052018307149,0.822857141494751,1.3787275552749634
0.9944672584533691,0.0005103638395667076,0.8257142901420593,1.3828328847885132
0.9946457147598267,0.0003727041184902191,0.8271428346633911,1.3902301788330078
0.9944672584533691,0.00032153516076505184,0.8214285969734192,1.4067624807357788
0.9941995143890381,0.00027925209724344313,0.8271428346633911,1.4046608209609985
0.9939318299293518,0.00024440177367068827,0.8271428346633911,1.420976161956787
0.9937533736228943,0.00022041986812837422,0.8285714387893677,1.424834966659546
0.993574857711792,0.00019507913384586573,0.8257142901420593,1.4286504983901978
0.9933964014053345,0.00017703123739920557,0.8242856860160828,1.4357272386550903
0.993217945098877,0.00015687770792283118,0.822857141494751,1.4531798362731934
0.9930394291877747,0.0001412573765264824,0.8242856860160828,1.4504672288894653
0.993217945098877,0.00012907868949696422,0.8171428442001343,1.4747611284255981
0.9931286573410034,0.00011488187010399997,0.8171428442001343,1.4693934917449951
0.9927717447280884,0.00010363090405007824,0.8157142996788025,1.4787088632583618
0.9927717447280884,9.376717207487673e-05,0.8171428442001343,1.4843637943267822
0.9923255443572998,8.362020889762789e-05,0.8185714483261108,1.4834437370300293
0.9925040006637573,7.494798774132505e-05,0.8171428442001343,1.507541537284851
0.9921470880508423,6.743903213646263e-05,0.8128571510314941,1.51251220703125
0.9921470880508423,6.04350607318338e-05,0.8185714483261108,1.5197538137435913
0.9921470880508423,5.388785939430818e-05,0.8142856955528259,1.5301365852355957
0.9914331436157227,4.786601857631467e-05,0.8128571510314941,1.5431922674179077
0.9917008876800537,4.221933340886608e-05,0.8157142996788025,1.557320237159729
0.9910762310028076,3.738429950317368e-05,0.8114285469055176,1.5699723958969116
0.9914331436157227,3.236012707930058e-05,0.8114285469055176,1.586617112159729
0.9912546873092651,2.954634874186013e-05,0.808571457862854,1.5913625955581665
0.9909869432449341,2.7588022931013256e-05,0.8100000023841858,1.5964620113372803
0.9908084869384766,2.268842035846319e-05,0.8028571605682373,1.6260466575622559
0.9907192587852478,2.04761545319343e-05,0.808571457862854,1.6277540922164917
0.9797430038452148,0.07357839494943619,0.7071428298950195,2.7166659832000732
0.9576119780540466,0.1452140212059021,0.8028571605682373,1.5329837799072266
0.988756000995636,0.01247754693031311,0.8199999928474426,1.618783950805664
0.9933071732521057,0.002280772663652897,0.808571457862854,1.5366748571395874
0.9929502010345459,0.00036183817428536713,0.8071428537368774,1.5315077304840088
