val_accuracy,loss,accuracy,learning_rate,val_loss,epoch
0.6980772614479065,1.1493867635726929,0.6107212901115417,0.0010000000474974513,0.8301466107368469,1
0.7437654733657837,0.9225391149520874,0.6812989711761475,0.0010000000474974513,0.7437641024589539,2
0.7656577229499817,0.8657193779945374,0.6972095370292664,0.0010000000474974513,0.6690725088119507,3
0.7601370811462402,0.837391197681427,0.7017787098884583,0.0010000000474974513,0.6872507929801941,4
0.7637540698051453,0.8046461343765259,0.7179340720176697,0.0010000000474974513,0.648490309715271,5
0.7622311115264893,0.7869911193847656,0.7212793827056885,0.0010000000474974513,0.6579254269599915,6
0.8046830296516418,0.7827804088592529,0.729764997959137,0.0010000000474974513,0.5548977255821228,7
0.799352765083313,0.7519344091415405,0.7375978827476501,0.0010000000474974513,0.569972574710846,8
0.7921187877655029,0.7404584288597107,0.7380874752998352,0.0010000000474974513,0.5927549600601196,9
0.7822197079658508,0.7329355478286743,0.7458387613296509,0.0010000000474974513,0.6151342391967773,10
0.7928802371025085,0.7259907126426697,0.7419223189353943,0.0010000000474974513,0.5870106220245361,11
0.7869788408279419,0.7096089720726013,0.75,0.0010000000474974513,0.5981637835502625,12
0.7928802371025085,0.7167639136314392,0.7439621686935425,0.0010000000474974513,0.5837255716323853,13
0.7812678217887878,0.7046359777450562,0.7529373168945312,0.0010000000474974513,0.6037947535514832,14
0.7985912561416626,0.6999838352203369,0.7573433518409729,0.0010000000474974513,0.5741161108016968,15
0.8071578145027161,0.6953074932098389,0.7548955678939819,0.0010000000474974513,0.5490354299545288,16
0.7974490523338318,0.6836831569671631,0.7626468539237976,0.0010000000474974513,0.5496591329574585,17
0.8033504486083984,0.6722468733787537,0.7604438662528992,0.0010000000474974513,0.5448614954948425,18
0.8261945843696594,0.6846722960472107,0.7559562921524048,0.0010000000474974513,0.5134366750717163,19
0.8041119575500488,0.6808604598045349,0.759056806564331,0.0010000000474974513,0.5291739702224731,20
0.7953550219535828,0.6745007634162903,0.7642787098884583,0.0010000000474974513,0.5742810964584351,21
0.779554545879364,0.6795374751091003,0.7609333992004395,0.0010000000474974513,0.6107242107391357,22
0.8174376487731934,0.6579882502555847,0.7705613374710083,0.0010000000474974513,0.5334147214889526,23
0.8107748031616211,0.6553053259849548,0.7703166007995605,0.0010000000474974513,0.5384650826454163,24
0.8132495880126953,0.6546833515167236,0.7730907201766968,0.0010000000474974513,0.5106709599494934,25
0.8235294222831726,0.6611040234565735,0.7717036604881287,0.0010000000474974513,0.5156763792037964,26
0.8252426981925964,0.6557042598724365,0.7721115946769714,0.0010000000474974513,0.5014466047286987,27
0.8092518448829651,0.6493142247200012,0.7745593786239624,0.0010000000474974513,0.5413597822189331,28
0.819722056388855,0.6403293609619141,0.7755385041236877,0.0010000000474974513,0.5315539240837097,29
0.8041119575500488,0.6374679207801819,0.778475821018219,0.0010000000474974513,0.5631541609764099,30
0.8166761994361877,0.6441360712051392,0.775130569934845,0.0010000000474974513,0.5312209725379944,31
0.8231486678123474,0.6304492354393005,0.7767624258995056,0.0010000000474974513,0.5306832194328308,32
0.8303826451301575,0.6302550435066223,0.7807604670524597,0.0010000000474974513,0.4903337359428406,33
0.8077289462089539,0.625562846660614,0.7801892757415771,0.0010000000474974513,0.5390132069587708,34
0.795735776424408,0.6252992153167725,0.7779046893119812,0.0010000000474974513,0.5701673030853271,35
0.8166761994361877,0.625479519367218,0.7781494855880737,0.0010000000474974513,0.5269761085510254,36
0.8149628639221191,0.6261656880378723,0.7821475267410278,0.0010000000474974513,0.5211206674575806,37
0.8147724866867065,0.6144686937332153,0.7805972695350647,0.0010000000474974513,0.5282022953033447,38
0.8208642601966858,0.6231020092964172,0.778639018535614,0.0010000000474974513,0.5170268416404724,39
0.8256234526634216,0.6105861663818359,0.7823107242584229,0.0010000000474974513,0.5061259865760803,40
0.8149628639221191,0.6152609586715698,0.7830450534820557,0.0010000000474974513,0.5459991097450256,41
0.7991623878479004,0.6202687621116638,0.7818211317062378,0.0010000000474974513,0.5845471024513245,42
0.8100133538246155,0.6047977805137634,0.7931625247001648,0.0010000000474974513,0.5480486750602722,43
0.8159146904945374,0.6043726801872253,0.7891644835472107,0.0010000000474974513,0.5109971761703491,44
0.8153436183929443,0.6027019023895264,0.7902252078056335,0.0010000000474974513,0.529363751411438,45
0.8079192638397217,0.602449893951416,0.7891644835472107,0.0010000000474974513,0.5443596243858337,46
0.8282886147499084,0.6093879342079163,0.7870430946350098,0.0010000000474974513,0.4889751374721527,47
0.8326670527458191,0.6024242639541626,0.7879406213760376,0.0010000000474974513,0.49891552329063416,48
0.824862003326416,0.5912083387374878,0.790143609046936,0.0010000000474974513,0.4984356164932251,49
0.824862003326416,0.603070080280304,0.7890012860298157,0.0010000000474974513,0.4953131675720215,50
0.8235294222831726,0.598994255065918,0.790306806564331,0.0010000000474974513,0.5193345546722412,51
0.8309537172317505,0.6115964651107788,0.78753262758255,0.0010000000474974513,0.48738259077072144,52
0.8256234526634216,0.5986394882202148,0.7886749505996704,0.0010000000474974513,0.507060170173645,53
0.8202931880950928,0.5863781571388245,0.7919386625289917,0.0010000000474974513,0.5152077078819275,54
0.8282886147499084,0.5994697213172913,0.7905515432357788,0.0010000000474974513,0.505833625793457,55
0.8341900110244751,0.5906493067741394,0.792428195476532,0.0010000000474974513,0.4766107499599457,56
0.8206738829612732,0.5957401990890503,0.7902252078056335,0.0010000000474974513,0.5138771533966064,57
0.8374262452125549,0.5935713052749634,0.7946311831474304,0.0010000000474974513,0.483344703912735,58
0.8282886147499084,0.6003049612045288,0.7916938662528992,0.0010000000474974513,0.5048654675483704,59
0.8242908716201782,0.5895313620567322,0.7943048477172852,0.0010000000474974513,0.5218845009803772,60
0.8300018906593323,0.5898866057395935,0.7939784526824951,0.0010000000474974513,0.5021183490753174,61
0.8202931880950928,0.5865850448608398,0.7964262366294861,0.0010000000474974513,0.5109826326370239,62
0.8313344717025757,0.5833673477172852,0.7934073209762573,0.0010000000474974513,0.49928221106529236,63
0.8311440944671631,0.5944995880126953,0.792264997959137,0.0010000000474974513,0.5114064812660217,64
0.8273367881774902,0.5871279835700989,0.7947127819061279,0.0010000000474974513,0.4942953884601593,65
0.823910117149353,0.5945857167243958,0.7934073209762573,0.0010000000474974513,0.5203565955162048,66
0.840091347694397,0.5847509503364563,0.7947127819061279,0.0010000000474974513,0.4586828351020813,67
0.8315248489379883,0.573805034160614,0.7990372180938721,0.0010000000474974513,0.4825100004673004,68
0.8227679133415222,0.5763838887214661,0.7997715473175049,0.0010000000474974513,0.5000942945480347,69
0.8241004943847656,0.5747604966163635,0.8008322715759277,0.0010000000474974513,0.5111014246940613,70
0.8328574299812317,0.5787497162818909,0.7983028888702393,0.0010000000474974513,0.47336792945861816,71
0.8357129096984863,0.578412652015686,0.7989556193351746,0.0010000000474974513,0.4816818833351135,72
0.8313344717025757,0.5746718049049377,0.7970789670944214,0.0010000000474974513,0.49634361267089844,73
0.8168665766716003,0.5808662176132202,0.7956919074058533,0.0010000000474974513,0.5239896774291992,74
0.8280982375144958,0.5785139799118042,0.7969973683357239,0.0010000000474974513,0.5005308389663696,75
0.8360936641693115,0.5729370713233948,0.7980580925941467,0.0010000000474974513,0.46380922198295593,76
0.8286693096160889,0.5804306864738464,0.797650158405304,0.0010000000474974513,0.4984666407108307,77
0.8345707058906555,0.5731047987937927,0.7983028888702393,0.0010000000474974513,0.49694785475730896,78
0.8423758149147034,0.585100531578064,0.7956103086471558,0.0010000000474974513,0.4719105362892151,79
0.8279078602790833,0.5663266777992249,0.8017297387123108,0.0010000000474974513,0.489644855260849,80
0.8419950604438782,0.5841463804244995,0.8001794815063477,0.0010000000474974513,0.45882073044776917,81
