accuracy,loss,val_accuracy,val_loss,learning_rate
0.6373955607414246,1.0745924711227417,0.7187321782112122,0.810664713382721,0.0010000000474974513
0.6923680901527405,0.8785037398338318,0.738720715045929,0.7653342485427856,0.0010000000474974513
0.7146427035331726,0.8197066187858582,0.7632781267166138,0.7035902142524719,0.0010000000474974513
0.7283501029014587,0.7817046642303467,0.7889777421951294,0.6048745512962341,0.0010000000474974513
0.7329192757606506,0.7624318599700928,0.7875499725341797,0.62568199634552,0.0010000000474974513
0.7459127306938171,0.7308676838874817,0.7961165308952332,0.5642296671867371,0.0010000000474974513
0.7521953582763672,0.7198123335838318,0.8052541613578796,0.5417011380195618,0.0010000000474974513
0.7537660002708435,0.6947250366210938,0.8143917918205261,0.5109895467758179,0.0010000000474974513
0.7516955733299255,0.7025640606880188,0.8015419840812683,0.5912781357765198,0.0010000000474974513
0.7615478038787842,0.6786428689956665,0.8149628639221191,0.5285791158676147,0.0010000000474974513
0.7661169171333313,0.6749652028083801,0.8289548754692078,0.48043057322502136,0.0010000000474974513
0.7676875591278076,0.6631261706352234,0.8175328373908997,0.5241989493370056,0.0010000000474974513
0.7660455703735352,0.666963517665863,0.844660222530365,0.43904319405555725,0.0010000000474974513
0.7691868543624878,0.6537290811538696,0.8249571919441223,0.5106446146965027,0.0010000000474974513
0.775897741317749,0.6490811109542847,0.8349514603614807,0.47679901123046875,0.0010000000474974513
0.7726851105690002,0.6339834332466125,0.8300970792770386,0.48754799365997314,0.0010000000474974513
0.7775397896766663,0.637906551361084,0.8241004943847656,0.5089055895805359,0.0010000000474974513
0.7729706764221191,0.6375570297241211,0.8403769135475159,0.4593978226184845,0.0010000000474974513
0.775683581829071,0.6346866488456726,0.8332381248474121,0.46565866470336914,0.0010000000474974513
0.7834653854370117,0.6330143809318542,0.8092518448829651,0.5476815700531006,0.0010000000474974513
0.784679114818573,0.620848536491394,0.8403769135475159,0.4554256200790405,0.0010000000474974513
0.7878917455673218,0.6188088059425354,0.8306682109832764,0.4798818826675415,0.0010000000474974513
0.7888912558555603,0.608332633972168,0.8495145440101624,0.4306183159351349,0.0010000000474974513
0.785036027431488,0.6114954352378845,0.8389491438865662,0.45175811648368835,0.0010000000474974513
0.782822847366333,0.6178021430969238,0.8169617652893066,0.5135451555252075,0.0010000000474974513
0.7906047105789185,0.6093194484710693,0.8312392830848694,0.47146862745285034,0.0010000000474974513
0.7900335788726807,0.5984283089637756,0.851798951625824,0.4218912422657013,0.0010000000474974513
0.7935318350791931,0.5976472496986389,0.8392347097396851,0.4519655406475067,0.0010000000474974513
0.7931748628616333,0.6002999544143677,0.8460879325866699,0.4395962357521057,0.0010000000474974513
0.7896766066551208,0.6017913222312927,0.8403769135475159,0.46610206365585327,0.0010000000474974513
0.7957449555397034,0.5944026708602905,0.8403769135475159,0.4657934010028839,0.0010000000474974513
0.7902477383613586,0.5982145071029663,0.8532267212867737,0.42167890071868896,0.0010000000474974513
0.7951024770736694,0.5994943380355835,0.8426613211631775,0.448757529258728,0.0010000000474974513
0.7990290522575378,0.5866130590438843,0.8369503021240234,0.47750821709632874,0.0010000000474974513
0.7941029667854309,0.5876210927963257,0.8469446301460266,0.43922340869903564,0.0010000000474974513
0.7945312857627869,0.5892234444618225,0.8458024263381958,0.4483377933502197,0.0010000000474974513
0.7956736087799072,0.5782314538955688,0.8543689250946045,0.4278993606567383,0.0010000000474974513
0.7949596643447876,0.5772892832756042,0.8506567478179932,0.4210801124572754,0.0010000000474974513
0.794174313545227,0.5922979712486267,0.8363792300224304,0.47562286257743835,0.0010000000474974513
0.7999571561813354,0.5727008581161499,0.850371241569519,0.44103386998176575,0.0010000000474974513
0.7983865141868591,0.5746789574623108,0.8529411554336548,0.42057228088378906,0.0010000000474974513
0.7951738238334656,0.5858601331710815,0.8597943782806396,0.40838849544525146,0.0010000000474974513
0.8023131489753723,0.5662864446640015,0.8543689250946045,0.43390175700187683,0.0010000000474974513
0.798743486404419,0.5819023251533508,0.8549400568008423,0.41445812582969666,0.0010000000474974513
0.8048833012580872,0.5686889886856079,0.8595088720321655,0.40686407685279846,0.0010000000474974513
0.8005282878875732,0.569955587387085,0.8615077137947083,0.41608667373657227,0.0010000000474974513
0.8043835163116455,0.5676424503326416,0.8595088720321655,0.40568363666534424,0.0010000000474974513
0.8075962066650391,0.5570011734962463,0.8563677668571472,0.4347640872001648,0.0010000000474974513
0.8088098764419556,0.5582032799720764,0.8552255630493164,0.4250602126121521,0.0010000000474974513
0.8072392344474792,0.5548602342605591,0.8697887063026428,0.3973976969718933,0.0010000000474974513
0.8044549226760864,0.5521299839019775,0.8612221479415894,0.4277372360229492,0.0010000000474974513
0.8015277981758118,0.5657304525375366,0.8557966947555542,0.41775235533714294,0.0010000000474974513
0.8034554123878479,0.5609588623046875,0.8537978529930115,0.4158530533313751,0.0010000000474974513
0.8052402138710022,0.5545197129249573,0.8583666682243347,0.3914709985256195,0.0010000000474974513
0.8068822622299194,0.5565443634986877,0.8700742721557617,0.3801034986972809,0.0010000000474974513
0.8085243105888367,0.5537828803062439,0.8637921214103699,0.39726343750953674,0.0010000000474974513
0.8081673383712769,0.5531802177429199,0.8412335515022278,0.44246622920036316,0.0010000000474974513
0.8091668486595154,0.545741856098175,0.8609365820884705,0.40653374791145325,0.0010000000474974513
0.809880793094635,0.5510613918304443,0.868646502494812,0.3971590995788574,0.0010000000474974513
0.8036695718765259,0.5607362389564514,0.8675042986869812,0.39573195576667786,0.0010000000474974513
0.8134503960609436,0.5358461141586304,0.8609365820884705,0.4083250164985657,0.0010000000474974513
0.8130220770835876,0.5395829081535339,0.8509423136711121,0.44382256269454956,0.0010000000474974513
0.81209397315979,0.5461591482162476,0.862935483455658,0.4101490378379822,0.0010000000474974513
0.8090240359306335,0.5372787714004517,0.8606510758399963,0.39680981636047363,0.0010000000474974513
0.8133076429367065,0.5325226187705994,0.8552255630493164,0.4330846965312958,0.0010000000474974513
0.8140215873718262,0.536715030670166,0.8643631935119629,0.4024614989757538,0.0010000000474974513
0.8112372159957886,0.5417729020118713,0.8735008835792542,0.37356501817703247,0.0010000000474974513
0.8069536685943604,0.543700098991394,0.8669331669807434,0.40189671516418457,0.0010000000474974513
0.8158063888549805,0.5278454422950745,0.868646502494812,0.3924538493156433,0.0010000000474974513
0.8095952272415161,0.5495606660842896,0.8729297518730164,0.37698644399642944,0.0010000000474974513
0.8138073682785034,0.5425282120704651,0.8592233061790466,0.4173036515712738,0.0010000000474974513
0.8151638507843018,0.5290055274963379,0.8609365820884705,0.43557384610176086,0.0010000000474974513
0.8108088970184326,0.5376840233802795,0.8572244644165039,0.4226124882698059,0.0010000000474974513
0.8110944628715515,0.5403004288673401,0.8669331669807434,0.4075961410999298,0.0010000000474974513
0.817020058631897,0.5268115997314453,0.8677898049354553,0.3969527781009674,0.0010000000474974513
0.8150210380554199,0.5292462110519409,0.8495145440101624,0.4245756268501282,0.0010000000474974513
0.8110944628715515,0.5437588691711426,0.8583666682243347,0.4027246832847595,0.0010000000474974513
0.8135218024253845,0.5369556546211243,0.8700742721557617,0.38639819622039795,0.0010000000474974513
0.8163061141967773,0.5283303260803223,0.8672187328338623,0.40591707825660706,0.0010000000474974513
0.8168772459030151,0.5268028378486633,0.8672187328338623,0.3986313045024872,0.0010000000474974513
0.8154494166374207,0.5316150784492493,0.8623643517494202,0.40637820959091187,0.0010000000474974513
0.8171628713607788,0.5245803594589233,0.8640776872634888,0.4006495475769043,0.0010000000474974513
0.8112372159957886,0.5396637320518494,0.8563677668571472,0.41441577672958374,0.0010000000474974513
0.8218747973442078,0.5063704252243042,0.8726441860198975,0.38436269760131836,0.0005000000237487257
0.8287999033927917,0.5021455883979797,0.8754997253417969,0.37960201501846313,0.0005000000237487257
0.82387375831604,0.5031549334526062,0.8700742721557617,0.3941574990749359,0.0005000000237487257
0.8256586194038391,0.492189884185791,0.8783552050590515,0.37414515018463135,0.0005000000237487257
0.8278717994689941,0.5001023411750793,0.8715019822120667,0.38867780566215515,0.0005000000237487257
0.8321553468704224,0.48939383029937744,0.8743575215339661,0.39636167883872986,0.0005000000237487257
0.8290854692459106,0.4912327229976654,0.868646502494812,0.39586737751960754,0.0005000000237487257
0.8318697810173035,0.4935206472873688,0.8706453442573547,0.3939216732978821,0.0005000000237487257
0.8253016471862793,0.5043585300445557,0.8772130012512207,0.36855822801589966,0.0005000000237487257
0.8268008828163147,0.4998875856399536,0.8772130012512207,0.3751257061958313,0.0005000000237487257
0.8257299661636353,0.49318844079971313,0.8772130012512207,0.3738630712032318,0.0005000000237487257
0.8267294764518738,0.49424242973327637,0.8797829747200012,0.3630247712135315,0.0005000000237487257
0.8321553468704224,0.4875060021877289,0.8732153177261353,0.38132092356681824,0.0005000000237487257
0.8249446749687195,0.49991798400878906,0.8783552050590515,0.3601544201374054,0.0005000000237487257
0.8285143375396729,0.5038853287696838,0.8760707974433899,0.3590143620967865,0.0005000000237487257
0.828157365322113,0.4970705509185791,0.8800685405731201,0.3618507385253906,0.0005000000237487257
0.8312986493110657,0.48713117837905884,0.8760707974433899,0.3840849697589874,0.0005000000237487257
0.8322981595993042,0.4857397675514221,0.8754997253417969,0.37792015075683594,0.0005000000237487257
0.8295851945877075,0.4932967722415924,0.8649343252182007,0.40528541803359985,0.0005000000237487257
0.8278003931045532,0.4860006272792816,0.8657909631729126,0.40019091963768005,0.0005000000237487257
